python.exe : D:\STUDY\My_github\sci_project\.venv-anomalyclip\lib\site-packages\scipy\__init__.py:155: UserWarning: A N
umPy version >=1.18.5 and <1.25.0 is required for this version of SciPy (detected version 1.26.4
At line:15 char:2622
+ ... verify\B1'; & $p -u $s --mode run --stride 8 --replicates 100 --datas ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (D:\STUDY\My_git... version 1.26.4:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
[E1:stride8] mpdd s1 K2 metal_plate: start (229s)
[E1:stride8] mpdd s1 K2 metal_plate: checkpointed (238s)
[E1:stride8] mpdd s1 K2 tubes: start (238s)
[E1:stride8] mpdd s1 K2 tubes: checkpointed (245s)
[E1:stride8] mpdd s1 K2: 13 methods (245s)
[E1:stride8] unit 6/20 done: mpdd_s1_k2 unit_ts=33s wall=245s
[E1:stride8] mpdd s1 K4 bracket_black: start (245s)
[E1:stride8] mpdd s1 K4 bracket_black: checkpointed (250s)
[E1:stride8] mpdd s1 K4 bracket_brown: start (250s)
[E1:stride8] mpdd s1 K4 bracket_brown: checkpointed (254s)
[E1:stride8] mpdd s1 K4 bracket_white: start (254s)
[E1:stride8] mpdd s1 K4 bracket_white: checkpointed (258s)
[E1:stride8] mpdd s1 K4 connector: start (258s)
[E1:stride8] mpdd s1 K4 connector: checkpointed (261s)
[E1:stride8] mpdd s1 K4 metal_plate: start (261s)
[E1:stride8] mpdd s1 K4 metal_plate: checkpointed (269s)
[E1:stride8] mpdd s1 K4 tubes: start (269s)
[E1:stride8] mpdd s1 K4 tubes: checkpointed (275s)
[E1:stride8] mpdd s1 K4: 13 methods (275s)
[E1:stride8] unit 7/20 done: mpdd_s1_k4 unit_ts=30s wall=275s
[E1:stride8] mpdd s1 K8 bracket_black: start (275s)
[E1:stride8] mpdd s1 K8 bracket_black: checkpointed (280s)
[E1:stride8] mpdd s1 K8 bracket_brown: start (280s)
[E1:stride8] mpdd s1 K8 bracket_brown: checkpointed (285s)
[E1:stride8] mpdd s1 K8 bracket_white: start (285s)
