dataset,seed,category,sample_id,role,mask_path,raw_mask_hw,gt_transform,gt_hash,mask_pixels
btad,0,01,01/test/ko/0021.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0021.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,452ef15433abac68,1999
btad,0,01,01/test/ko/0022.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0022.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,048cea79a7159b7c,3108
btad,0,01,01/test/ko/0023.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0023.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,45eb25f355d9add5,3579
btad,0,01,01/test/ko/0024.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0024.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,39c8776074e6421b,15681
btad,0,01,01/test/ko/0025.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0025.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,e5122d1c248e78a3,2699
btad,0,01,01/test/ko/0026.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0026.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,b76b74c5e43aa5d4,1890
btad,0,01,01/test/ko/0028.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0028.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,52314f25068ac426,18196
btad,0,01,01/test/ko/0029.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0029.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,e25cc48d05f65f0d,6186
btad,0,01,01/test/ko/0030.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0030.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,727b8f2d7ebe9d47,2466
btad,0,01,01/test/ko/0031.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0031.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,c5a5b7fe9f1f23e0,340
btad,0,01,01/test/ko/0032.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0032.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,9da9b567ac58583a,12228
btad,0,01,01/test/ko/0033.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0033.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,9043ee0808a87781,304
btad,0,01,01/test/ko/0034.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0034.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,5a18361d07d0803d,1511
btad,0,01,01/test/ko/0035.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0035.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,06acd28ec4d22e02,7711
btad,0,01,01/test/ko/0036.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0036.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,869546fba5f73470,27424
btad,0,01,01/test/ko/0037.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0037.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,9119f4e7d4965c49,9838
btad,0,01,01/test/ko/0038.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0038.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,223b538281bb723c,669
btad,0,01,01/test/ko/0039.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0039.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,809c74d3f601428e,17002
btad,0,01,01/test/ko/0040.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0040.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,4e32ae57c2896a75,10384
btad,0,01,01/test/ko/0041.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0041.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,42c6723c652434e8,23942
btad,0,01,01/test/ko/0042.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0042.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,a0c1f36b1029c5fd,318
btad,0,01,01/test/ko/0043.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0043.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,841fb58dd2e7c1ff,23788
btad,0,01,01/test/ko/0044.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0044.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,fbd0cf19fe962594,2345
btad,0,01,01/test/ko/0045.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0045.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,8e9459e109a0c13a,895
btad,0,01,01/test/ko/0046.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0046.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,704e6f6e923c36d9,218
btad,0,01,01/test/ko/0047.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0047.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,87c3c5502edd5591,16891
btad,0,01,01/test/ko/0048.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0048.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,02dbe511bd1b2aae,18598
btad,0,01,01/test/ko/0049.bmp,defect,data\btad_raw\BTech_Dataset_transformed\01\ground_truth\ko\0049.png,1600x1600,nearest 1600x1600 -> 448x448 -> crop 448x448,7cc7b95f6ae22adc,23101
btad,0,01,01/test/ok/0000.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0001.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0002.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0003.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0004.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0005.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0006.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0007.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0008.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0009.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0010.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0011.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0012.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0013.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0014.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0015.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0016.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0017.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0018.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0019.bmp,normal,,,empty mask,,
btad,0,01,01/test/ok/0020.bmp,normal,,,empty mask,,
btad,0,02,02/test/ko/0000.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0000.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,db00e0145cba4401,74594
btad,0,02,02/test/ko/0001.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0001.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f5dee1205766b9dd,63817
btad,0,02,02/test/ko/0002.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0002.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c46c97be01850263,44122
btad,0,02,02/test/ko/0003.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0003.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,617db095e7b12b0b,6031
btad,0,02,02/test/ko/0004.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0004.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,435d3ec41856aed3,23286
btad,0,02,02/test/ko/0005.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0005.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7c9875f24a14b7b9,74921
btad,0,02,02/test/ko/0006.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0006.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,71953a5048c631fb,49990
btad,0,02,02/test/ko/0007.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0007.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,286a7f4de1145331,65660
btad,0,02,02/test/ko/0008.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0008.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,2fd032f178bccd13,43206
btad,0,02,02/test/ko/0009.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0009.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4b639ddb560eef34,18654
btad,0,02,02/test/ko/0010.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0010.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,346221ca7609cece,133864
btad,0,02,02/test/ko/0011.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0011.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,75309ca8ac8bc9f6,2915
btad,0,02,02/test/ko/0012.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0012.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cb410f18c65e8360,12800
btad,0,02,02/test/ko/0013.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0013.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1c2cf618eee054f6,16987
btad,0,02,02/test/ko/0014.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0014.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,006efb9846e16b34,69768
btad,0,02,02/test/ko/0015.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0015.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8dc3625a3843addf,56235
btad,0,02,02/test/ko/0016.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0016.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,13259884035f09f8,67578
btad,0,02,02/test/ko/0017.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0017.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7ea94681ab771ae6,17270
btad,0,02,02/test/ko/0018.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0018.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3ab58e8cd63cd625,11746
btad,0,02,02/test/ko/0019.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0019.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d6e643da34ab239e,3035
btad,0,02,02/test/ko/0020.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0020.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f017d9b5f80d0db9,6920
btad,0,02,02/test/ko/0021.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0021.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1f89420a4a1a793f,7912
btad,0,02,02/test/ko/0022.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0022.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6066e5c4a0e7b6bb,10230
btad,0,02,02/test/ko/0023.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0023.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3375d79a6a9e22e4,19464
btad,0,02,02/test/ko/0024.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0024.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a0190c1f7c7feca3,50163
btad,0,02,02/test/ko/0025.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0025.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0ac4a0befea9ab61,17565
btad,0,02,02/test/ko/0026.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0026.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c5c9357e9ed58924,8531
btad,0,02,02/test/ko/0027.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0027.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,ac3b17aed4d50920,386
btad,0,02,02/test/ko/0028.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0028.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,73640d85bf165030,48076
btad,0,02,02/test/ko/0029.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0029.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6c6451eee186363c,18615
btad,0,02,02/test/ko/0030.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0030.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0ed5fb1702b2d654,9761
btad,0,02,02/test/ko/0031.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0031.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,69074e806e5c3d20,1234
btad,0,02,02/test/ko/0032.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0032.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,bdd5abb9f13692b5,35789
btad,0,02,02/test/ko/0033.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0033.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,91bb33f12440ee61,1465
btad,0,02,02/test/ko/0034.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0034.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0dff935f868923ec,5183
btad,0,02,02/test/ko/0035.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0035.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,17aaa6385b2f264f,26003
btad,0,02,02/test/ko/0036.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0036.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,dd894a104f124270,61334
btad,0,02,02/test/ko/0037.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0037.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,71abe6854f74321d,30199
btad,0,02,02/test/ko/0038.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0038.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,25032a705dbcae9a,16331
btad,0,02,02/test/ko/0039.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0039.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,df041a4dcdc3cbfc,22815
btad,0,02,02/test/ko/0040.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0040.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,2aaaefb433781c30,28556
btad,0,02,02/test/ko/0041.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0041.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b0999c6af4f7d6f4,20000
btad,0,02,02/test/ko/0042.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0042.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,e9a26bceeb4c8a3e,680
btad,0,02,02/test/ko/0043.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0043.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b8c6655f6b205fe1,15147
btad,0,02,02/test/ko/0044.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0044.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,65161d58e33eee50,16283
btad,0,02,02/test/ko/0045.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0045.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d3f762af20d77929,51857
btad,0,02,02/test/ko/0046.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0046.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cc7574479e81a712,54840
btad,0,02,02/test/ko/0047.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0047.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8ce34717387d2e16,63240
btad,0,02,02/test/ko/0048.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0048.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,642311012ac908e2,13348
btad,0,02,02/test/ko/0049.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0049.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3a713680c89e88b6,26536
btad,0,02,02/test/ko/0050.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0050.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b235f1220934c409,39105
btad,0,02,02/test/ko/0051.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0051.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6b3508be0ec3e9e4,27809
btad,0,02,02/test/ko/0052.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0052.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0a6dfbbafc0603e6,28935
btad,0,02,02/test/ko/0053.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0053.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d7dc3a8c496e008c,8986
btad,0,02,02/test/ko/0054.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0054.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,adef3a75c866d331,5038
btad,0,02,02/test/ko/0055.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0055.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8466d5ce2971d3e8,7982
btad,0,02,02/test/ko/0056.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0056.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,9c61d5fea792b6c8,11335
btad,0,02,02/test/ko/0057.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0057.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,660a8d406d586e8d,13527
btad,0,02,02/test/ko/0058.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0058.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1e0ba66a204b7b7e,62551
btad,0,02,02/test/ko/0059.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0059.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,35a45cfdbb96a29a,8059
btad,0,02,02/test/ko/0060.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0060.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6d0c645ef627227c,14185
btad,0,02,02/test/ko/0061.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0061.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3b36e02f89894f14,37630
btad,0,02,02/test/ko/0062.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0062.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a223d706188e8144,23279
btad,0,02,02/test/ko/0063.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0063.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,85f7d09aa352c46a,52838
btad,0,02,02/test/ko/0064.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0064.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,75da0369e78ff461,19619
btad,0,02,02/test/ko/0065.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0065.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0b6a0bf7324bee0d,6767
btad,0,02,02/test/ko/0066.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0066.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6f222e9682b91648,6955
btad,0,02,02/test/ko/0067.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0067.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6d436cd7e8200384,19433
btad,0,02,02/test/ko/0068.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0068.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,40a12209e1f4cac8,10520
btad,0,02,02/test/ko/0069.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0069.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1f5fbd68cfb22f3f,25111
btad,0,02,02/test/ko/0070.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0070.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,bac8369076623c0d,791
btad,0,02,02/test/ko/0071.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0071.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,18c000d4f3364e15,1347
btad,0,02,02/test/ko/0072.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0072.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,464a6d153444a89f,16543
btad,0,02,02/test/ko/0073.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0073.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,80d73a21f467e40e,1036
btad,0,02,02/test/ko/0074.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0074.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4bde2cc3f74d227e,682
btad,0,02,02/test/ko/0075.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0075.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,98c9d3f8ee7ac6bf,56401
btad,0,02,02/test/ko/0076.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0076.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,997b66e4a555e9e6,8694
btad,0,02,02/test/ko/0077.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0077.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8d9b832034faa3bd,41013
