method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source
PatchCore_native_local128,mpdd,1,4,connector,study,392x392,0.765625,0.09878379061404845,0.9524879351324756,6761216,0.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_connector.npz
PatchCore_native_official224,mpdd,1,4,connector,study,392x392,0.765625,0.44324547909279455,0.9811933597618345,6761216,0.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_connector.npz
controlled_A1_J,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8699101862455343,0.970733004514631,14905408,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz
controlled_A1_L,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8713606233481948,0.9730087797287059,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz
anomalydino_canvas,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8677664880067096,0.9639940877687139,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_metal_plate.npz
anomalydino_canvas_rotation,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8775896319088435,0.9665960433882295,14905408,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_metal_plate.npz
PatchCore_native_local128,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8486319511434157,0.961825743086748,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_metal_plate.npz
PatchCore_native_official224,mpdd,1,4,metal_plate,study,392x392,0.765625,0.9219267352151101,0.983097480981771,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_metal_plate.npz
controlled_A1_J,mpdd,1,4,tubes,study,392x392,0.765625,0.7457095955191704,0.9827675560194388,15520064,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz
controlled_A1_L,mpdd,1,4,tubes,study,392x392,0.765625,0.7538879411326024,0.9854342206888038,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz
anomalydino_canvas,mpdd,1,4,tubes,study,392x392,0.765625,0.5784137120467854,0.9648193666221611,15520064,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_tubes.npz
anomalydino_canvas_rotation,mpdd,1,4,tubes,study,392x392,0.765625,0.5957163843643402,0.9658362650176437,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_tubes.npz
PatchCore_native_local128,mpdd,1,4,tubes,study,392x392,0.765625,0.11701416819608945,0.8914468918576842,15520064,1.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_tubes.npz
PatchCore_native_official224,mpdd,1,4,tubes,study,392x392,0.765625,0.36894491496093273,0.966300552549382,15520064,1.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_tubes.npz
