shot,category,method,image_index,sample_id,image_label,region,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
2,bracket_black,A1_G,22,bracket_black/test/good/022.png,0,normal_image,0,1024,0.013636185991344973,0.0009944811463356018,0.004331164062023163,0.01018001139163971,0.018871478736400604,0.03719046413898468,0.0,0.09733644127845764
2,bracket_black,A1_G,23,bracket_black/test/good/023.png,0,normal_image,0,1024,0.011052355344872922,0.0003944918513298037,0.0030313730239868164,0.007606819272041321,0.014705508947372437,0.034283050894737224,0.0,0.08070752024650574
2,bracket_black,A1_G,24,bracket_black/test/good/024.png,0,normal_image,0,1024,0.013985466270241886,0.000740686058998108,0.004350893199443817,0.00973406434059143,0.01917976140975952,0.041511251032352446,0.0,0.09149575233459473
2,bracket_black,A1_G,25,bracket_black/test/good/025.png,0,normal_image,0,1024,0.013845464680343866,0.0009590983390808107,0.004096217453479767,0.010113656520843506,0.01959431916475296,0.0383960112929344,0.0,0.08793240785598755
2,bracket_black,A1_G,26,bracket_black/test/good/026.png,0,normal_image,0,1024,0.012105731526389718,0.0005507096648216249,0.0034912079572677612,0.008743971586227417,0.0172099769115448,0.035092830657958984,0.0,0.06972220540046692
2,bracket_black,A1_G,27,bracket_black/test/good/027.png,0,normal_image,0,1024,0.011180169793078676,0.00021391212940216067,0.002838917076587677,0.007327467203140259,0.014969922602176666,0.036305484175682065,0.0,0.10513252019882202
2,bracket_black,A1_G,28,bracket_black/test/good/028.png,0,normal_image,0,1024,0.012587192264618352,0.0002352759242057802,0.0026813820004463196,0.00825318694114685,0.01784554123878479,0.039953491091728195,0.0,0.0998418927192688
2,bracket_black,A1_G,29,bracket_black/test/good/029.png,0,normal_image,0,1024,0.011188451841007918,0.0003757879137992859,0.0032394975423812866,0.00808379054069519,0.016012027859687805,0.03220101147890085,0.0,0.09857809543609619
2,bracket_black,A1_G,30,bracket_black/test/good/030.png,0,normal_image,0,1024,0.012661859800573438,0.0005043059587478638,0.003654390573501587,0.008984282612800598,0.018459729850292206,0.03567190766334528,0.0,0.10901433229446411
2,bracket_black,A1_G,31,bracket_black/test/good/031.png,0,normal_image,0,1024,0.01053082142607309,0.0003524899482727051,0.003069549798965454,0.00719808042049408,0.01424851268529892,0.03196524381637571,0.0,0.08359837532043457
2,bracket_black,A1_G,32,bracket_black/test/hole/000.png,1,abnormal_normal,6,1017,0.010981977806447647,0.00034669637680053735,0.003003031015396118,0.00787094235420227,0.01568603515625,0.0321279764175415,0.0,0.09658780694007874
2,bracket_black,A1_G,32,bracket_black/test/hole/000.png,1,defect,6,7,0.01879273567880903,0.0052330166101455695,0.015334725379943848,0.017054438591003418,0.021907269954681396,0.034321030974388114,0.0013478994369506836,0.03866282105445862
2,bracket_black,A1_G,32,bracket_black/test/hole/000.png,1,clean_defect,6,1,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836,0.0013478994369506836
2,bracket_black,A1_G,32,bracket_black/test/hole/000.png,1,boundary,6,6,0.02170020838578542,0.014816507697105408,0.0165419802069664,0.01833939552307129,0.023048728704452515,0.03504466265439987,0.014298290014266968,0.03866282105445862
2,bracket_black,A1_G,33,bracket_black/test/hole/001.png,1,abnormal_normal,5,1018,0.009918445512681673,0.00037866979837417606,0.0028658509254455566,0.007181480526924133,0.013823099434375763,0.02896175533533096,0.0,0.0678982138633728
2,bracket_black,A1_G,33,bracket_black/test/hole/001.png,1,defect,5,6,0.015191952387491861,0.001794174313545227,0.008790463209152222,0.014916211366653442,0.018865570425987244,0.030730009078979492,0.0,0.034388720989227295
2,bracket_black,A1_G,33,bracket_black/test/hole/001.png,1,clean_defect,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bracket_black,A1_G,33,bracket_black/test/hole/001.png,1,boundary,5,5,0.018230342864990236,0.00846771001815796,0.013631761074066162,0.016200661659240723,0.019753873348236084,0.03146175146102905,0.007176697254180908,0.034388720989227295
2,bracket_black,A1_G,34,bracket_black/test/hole/002.png,1,abnormal_normal,6,1017,0.010226723132700812,0.00014348626136779794,0.002792149782180786,0.007175326347351074,0.014804184436798096,0.03056536912918089,0.0,0.06659644842147827
2,bracket_black,A1_G,34,bracket_black/test/hole/002.png,1,defect,6,7,0.011435883385794503,0.0,0.0063948482275009155,0.01352626085281372,0.016671225428581238,0.019437864422798153,0.0,0.020392775535583496
2,bracket_black,A1_G,34,bracket_black/test/hole/002.png,1,clean_defect,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bracket_black,A1_G,34,bracket_black/test/hole/002.png,1,boundary,6,6,0.013341863950093588,0.0031974241137504578,0.012973837554454803,0.014829486608505249,0.016940481960773468,0.019597016274929047,0.0,0.020392775535583496
2,bracket_black,A1_G,35,bracket_black/test/hole/003.png,1,abnormal_normal,6,1018,0.011174997113542614,0.00039285421371459966,0.0033136680722236633,0.007667645812034607,0.015669085085392,0.03189956843852996,0.0,0.08085671067237854
2,bracket_black,A1_G,35,bracket_black/test/hole/003.png,1,defect,6,6,0.02164737383524577,0.0019063949584960938,0.004920795559883118,0.005785346031188965,0.02857349067926407,0.06642769277095795,0.0009819269180297852,0.07652947306632996
2,bracket_black,A1_G,35,bracket_black/test/hole/003.png,1,clean_defect,6,0,,,,,,,,
2,bracket_black,A1_G,35,bracket_black/test/hole/003.png,1,boundary,6,6,0.02164737383524577,0.0019063949584960938,0.004920795559883118,0.005785346031188965,0.02857349067926407,0.06642769277095795,0.0009819269180297852,0.07652947306632996
2,bracket_black,A1_G,36,bracket_black/test/hole/004.png,1,abnormal_normal,2,1022,0.011568650049239456,0.0002569794654846192,0.002859160304069519,0.008308902382850647,0.01599995046854019,0.03372767865657805,0.0,0.08518409729003906
2,bracket_black,A1_G,36,bracket_black/test/hole/004.png,1,defect,2,2,0.01288449764251709,0.006609523296356201,0.009398400783538818,0.01288449764251709,0.01637059450149536,0.019159471988677977,0.005912303924560547,0.019856691360473633
2,bracket_black,A1_G,36,bracket_black/test/hole/004.png,1,clean_defect,2,0,,,,,,,,
2,bracket_black,A1_G,36,bracket_black/test/hole/004.png,1,boundary,2,2,0.01288449764251709,0.006609523296356201,0.009398400783538818,0.01288449764251709,0.01637059450149536,0.019159471988677977,0.005912303924560547,0.019856691360473633
2,bracket_black,A1_G,37,bracket_black/test/hole/005.png,1,abnormal_normal,5,1018,0.010836205073798804,0.00032123476266860963,0.00270688533782959,0.007325842976570129,0.01535014808177948,0.03315096795558929,0.0,0.08650964498519897
2,bracket_black,A1_G,37,bracket_black/test/hole/005.png,1,defect,5,6,0.011047934492429098,0.0016150623559951782,0.007165089249610901,0.010302454233169556,0.01568775624036789,0.02084588259458542,0.0,0.022080540657043457
2,bracket_black,A1_G,37,bracket_black/test/hole/005.png,1,clean_defect,5,1,0.006460249423980713,0.006460249423980713,0.006460249423980713,0.006460249423980713,0.006460249423980713,0.006460249423980713,0.006460249423980713,0.006460249423980713
2,bracket_black,A1_G,37,bracket_black/test/hole/005.png,1,boundary,5,5,0.011965471506118774,0.001855921745300293,0.009279608726501465,0.011325299739837646,0.017141908407211304,0.021092814207077027,0.0,0.022080540657043457
2,bracket_black,A1_G,38,bracket_black/test/hole/006.png,1,abnormal_normal,3,1020,0.010226798262081895,0.00025670230388641363,0.0025038495659828186,0.006506040692329407,0.014197401702404022,0.032117743790149686,0.0,0.08862975239753723
2,bracket_black,A1_G,38,bracket_black/test/hole/006.png,1,defect,3,4,0.007614247500896454,0.00033491849899292,0.0016745924949645996,0.006587386131286621,0.012527041137218475,0.01633118242025375,0.0,0.017282217741012573
2,bracket_black,A1_G,38,bracket_black/test/hole/006.png,1,clean_defect,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bracket_black,A1_G,38,bracket_black/test/hole/006.png,1,boundary,3,3,0.010152330001195272,0.0031037092208862304,0.006587386131286621,0.01094198226928711,0.014112100005149841,0.016648194193840025,0.002232789993286133,0.017282217741012573
2,bracket_black,A1_G,39,bracket_black/test/hole/007.png,1,abnormal_normal,5,1017,0.010795874259230427,0.0001598954200744629,0.0028323233127593994,0.007597684860229492,0.0153922438621521,0.03246115446090698,0.0,0.12718847393989563
2,bracket_black,A1_G,39,bracket_black/test/hole/007.png,1,defect,5,7,0.017403040613446916,0.006225472688674927,0.010836124420166016,0.014204442501068115,0.02334710955619812,0.03391387462615966,0.004315078258514404,0.03493529558181763
2,bracket_black,A1_G,39,bracket_black/test/hole/007.png,1,clean_defect,5,2,0.00925976037979126,0.00480954647064209,0.006787419319152832,0.00925976037979126,0.011732101440429688,0.013709974288940429,0.004315078258514404,0.014204442501068115
2,bracket_black,A1_G,39,bracket_black/test/hole/007.png,1,boundary,5,5,0.02066035270690918,0.010744285583496094,0.010989189147949219,0.015163660049438477,0.031530559062957764,0.03425434827804565,0.010683059692382812,0.03493529558181763
2,bracket_black,A1_G,40,bracket_black/test/hole/008.png,1,abnormal_normal,6,1017,0.010966137798838208,0.00033473968505859375,0.0033873319625854492,0.007898598909378052,0.015116602182388306,0.03153801560401916,0.0,0.08835494518280029
2,bracket_black,A1_G,40,bracket_black/test/hole/008.png,1,defect,6,7,0.02562171220779419,0.0059177130460739144,0.021164461970329285,0.026916295289993286,0.03576137125492096,0.03788358271121978,0.0,0.03858402371406555
2,bracket_black,A1_G,40,bracket_black/test/hole/008.png,1,clean_defect,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bracket_black,A1_G,40,bracket_black/test/hole/008.png,1,boundary,6,6,0.029891997575759888,0.0204450860619545,0.023681484162807465,0.031094908714294434,0.03600529581308365,0.03800032287836075,0.019725710153579712,0.03858402371406555
2,bracket_black,A1_G,41,bracket_black/test/hole/009.png,1,abnormal_normal,4,1019,0.011213435538266663,0.0005083203315734864,0.003487706184387207,0.008330434560775757,0.015574783086776733,0.03183694779872893,0.0,0.0784207284450531
2,bracket_black,A1_G,41,bracket_black/test/hole/009.png,1,defect,4,5,0.02229597568511963,0.012133210897445679,0.01528891921043396,0.020637571811676025,0.030224204063415527,0.03323276042938232,0.011344283819198608,0.03398489952087402
2,bracket_black,A1_G,41,bracket_black/test/hole/009.png,1,clean_defect,4,1,0.011344283819198608,0.011344283819198608,0.011344283819198608,0.011344283819198608,0.011344283819198608,0.011344283819198608,0.011344283819198608,0.011344283819198608
2,bracket_black,A1_G,41,bracket_black/test/hole/009.png,1,boundary,4,4,0.025033898651599884,0.01609121710062027,0.01930040866136551,0.025430887937545776,0.03116437792778015,0.03342079520225525,0.01528891921043396,0.03398489952087402
2,bracket_black,A1_G,42,bracket_black/test/hole/010.png,1,abnormal_normal,6,1017,0.011282427824352343,0.0003861367702484131,0.0028831958770751953,0.007910490036010742,0.016030877828598022,0.0335747122764587,0.0,0.0919293761253357
2,bracket_black,A1_G,42,bracket_black/test/hole/010.png,1,defect,6,7,0.02499432223183768,0.010627862811088563,0.017578929662704468,0.020944207906723022,0.02921956777572632,0.04562646150588988,0.008145362138748169,0.052273690700531006
2,bracket_black,A1_G,42,bracket_black/test/hole/010.png,1,clean_defect,6,1,0.008145362138748169,0.008145362138748169,0.008145362138748169,0.008145362138748169,0.008145362138748169,0.008145362138748169,0.008145362138748169,0.008145362138748169
2,bracket_black,A1_G,42,bracket_black/test/hole/010.png,1,boundary,6,6,0.0278024822473526,0.01699964702129364,0.019289173185825348,0.024633541703224182,0.029667913913726807,0.04673433303833008,0.016420364379882812,0.052273690700531006
2,bracket_black,A1_G,43,bracket_black/test/hole/011.png,1,abnormal_normal,5,1018,0.011281489272014566,0.00044928789138793946,0.0031112730503082275,0.008351355791091919,0.016120873391628265,0.03246567100286483,0.0,0.10931739211082458
2,bracket_black,A1_G,43,bracket_black/test/hole/011.png,1,defect,5,6,0.0252210795879364,0.0031634941697120667,0.01734188199043274,0.03190140426158905,0.034582652151584625,0.038496702909469604,0.0,0.03955855965614319
2,bracket_black,A1_G,43,bracket_black/test/hole/011.png,1,clean_defect,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,bracket_black,A1_G,43,bracket_black/test/hole/011.png,1,boundary,5,5,0.030265295505523683,0.016404300928115845,0.03140559792518616,0.03239721059799194,0.03531113266944885,0.03870907425880432,0.012653976678848267,0.03955855965614319
2,bracket_black,A1_G,44,bracket_black/test/scratches/000.png,1,abnormal_normal,6,1018,0.011704921400383086,0.0,0.002434156835079193,0.008262038230895996,0.017381519079208374,0.03663759827613831,0.0,0.09200289845466614
2,bracket_black,A1_G,44,bracket_black/test/scratches/000.png,1,defect,6,6,0.03613389035065969,0.01145029067993164,0.028338655829429626,0.03940194845199585,0.043360985815525055,0.05738351494073868,0.006952345371246338,0.061715543270111084
2,bracket_black,A1_G,44,bracket_black/test/scratches/000.png,1,clean_defect,6,0,,,,,,,,
2,bracket_black,A1_G,44,bracket_black/test/scratches/000.png,1,boundary,6,6,0.03613389035065969,0.01145029067993164,0.028338655829429626,0.03940194845199585,0.043360985815525055,0.05738351494073868,0.006952345371246338,0.061715543270111084
2,bracket_black,A1_G,45,bracket_black/test/scratches/001.png,1,abnormal_normal,7,1017,0.009996725306750047,0.0,0.001977294683456421,0.006264805793762207,0.014613837003707886,0.030997985601425165,0.0,0.07778975367546082
2,bracket_black,A1_G,45,bracket_black/test/scratches/001.png,1,defect,7,7,0.022102266550064087,0.01729535758495331,0.020698219537734985,0.022015273571014404,0.024078309535980225,0.02655512988567352,0.016020208597183228,0.027127325534820557
2,bracket_black,A1_G,45,bracket_black/test/scratches/001.png,1,clean_defect,7,0,,,,,,,,
2,bracket_black,A1_G,45,bracket_black/test/scratches/001.png,1,boundary,7,7,0.022102266550064087,0.01729535758495331,0.020698219537734985,0.022015273571014404,0.024078309535980225,0.02655512988567352,0.016020208597183228,0.027127325534820557
2,bracket_black,A1_G,46,bracket_black/test/scratches/002.png,1,abnormal_normal,8,1016,0.010488352173660684,0.0,0.0023853108286857605,0.0066300928592681885,0.01391562819480896,0.03603793680667877,0.0,0.09540066123008728
2,bracket_black,A1_G,46,bracket_black/test/scratches/002.png,1,defect,8,8,0.034952741116285324,0.024968698620796204,0.028767690062522888,0.034463584423065186,0.04002632200717926,0.04655068814754486,0.023135900497436523,0.04934766888618469
2,bracket_black,A1_G,46,bracket_black/test/scratches/002.png,1,clean_defect,8,0,,,,,,,,
2,bracket_black,A1_G,46,bracket_black/test/scratches/002.png,1,boundary,8,8,0.034952741116285324,0.024968698620796204,0.028767690062522888,0.034463584423065186,0.04002632200717926,0.04655068814754486,0.023135900497436523,0.04934766888618469
2,bracket_black,A1_G,47,bracket_black/test/scratches/003.png,1,abnormal_normal,8,1016,0.011900367963267124,0.0,0.0025550052523612976,0.007285177707672119,0.015930183231830597,0.04019720107316971,0.0,0.08828297257423401
2,bracket_black,A1_G,47,bracket_black/test/scratches/003.png,1,defect,8,8,0.01956578716635704,0.009972663223743438,0.015452548861503601,0.01777605712413788,0.023791618645191193,0.031039746105670927,0.007659286260604858,0.03211575746536255
2,bracket_black,A1_G,47,bracket_black/test/scratches/003.png,1,clean_defect,8,0,,,,,,,,
2,bracket_black,A1_G,47,bracket_black/test/scratches/003.png,1,boundary,8,8,0.01956578716635704,0.009972663223743438,0.015452548861503601,0.01777605712413788,0.023791618645191193,0.031039746105670927,0.007659286260604858,0.03211575746536255
2,bracket_black,A1_G,48,bracket_black/test/scratches/004.png,1,abnormal_normal,8,1014,0.011294609784374576,0.00011855661869049077,0.0024104565382003784,0.006885230541229248,0.015504904091358185,0.038210643827915176,0.0,0.07653525471687317
2,bracket_black,A1_G,48,bracket_black/test/scratches/004.png,1,defect,8,10,0.024506810307502746,0.0060439333319664,0.00829140841960907,0.02137818932533264,0.03977888077497482,0.04695214182138442,0.005696922540664673,0.050917237997055054
2,bracket_black,A1_G,48,bracket_black/test/scratches/004.png,1,clean_defect,8,2,0.0412382036447525,0.040457265079021455,0.04080434888601303,0.0412382036447525,0.041672058403491974,0.04201914221048355,0.04037049412727356,0.042105913162231445
2,bracket_black,A1_G,48,bracket_black/test/scratches/004.png,1,boundary,8,8,0.020323961973190308,0.0059668198227882385,0.007023230195045471,0.016137316823005676,0.026017896831035614,0.04639761894941329,0.005696922540664673,0.050917237997055054
2,bracket_black,A1_G,49,bracket_black/test/scratches/005.png,1,abnormal_normal,8,1015,0.010691574905893486,0.00011537969112396242,0.002578064799308777,0.007302522659301758,0.014732077717781067,0.03319881856441497,0.0,0.09571287035942078
2,bracket_black,A1_G,49,bracket_black/test/scratches/005.png,1,defect,8,9,0.023056666056315105,0.009572482109069825,0.014677584171295166,0.024802714586257935,0.026342928409576416,0.03701497912406921,0.008091092109680176,0.039773792028427124
2,bracket_black,A1_G,49,bracket_black/test/scratches/005.png,1,clean_defect,8,1,0.03287675976753235,0.03287675976753235,0.03287675976753235,0.03287675976753235,0.03287675976753235,0.03287675976753235,0.03287675976753235,0.03287675976753235
2,bracket_black,A1_G,49,bracket_black/test/scratches/005.png,1,boundary,8,8,0.02182915434241295,0.009387308359146118,0.013956829905509949,0.02401047945022583,0.026034966111183167,0.03507298976182937,0.008091092109680176,0.039773792028427124
2,bracket_black,A1_G,50,bracket_black/test/scratches/006.png,1,abnormal_normal,8,1016,0.010988705564202287,0.00010216236114501953,0.0023704618215560913,0.007442042231559753,0.01566239446401596,0.03355487436056137,0.0,0.10334807634353638
2,bracket_black,A1_G,50,bracket_black/test/scratches/006.png,1,defect,8,8,0.02044881507754326,0.01022370308637619,0.016476988792419434,0.019879132509231567,0.023330338299274445,0.032561679184436795,0.00937303900718689,0.03573557734489441
2,bracket_black,A1_G,50,bracket_black/test/scratches/006.png,1,clean_defect,8,0,,,,,,,,
2,bracket_black,A1_G,50,bracket_black/test/scratches/006.png,1,boundary,8,8,0.02044881507754326,0.01022370308637619,0.016476988792419434,0.019879132509231567,0.023330338299274445,0.032561679184436795,0.00937303900718689,0.03573557734489441
2,bracket_black,A1_G,51,bracket_black/test/scratches/007.png,1,abnormal_normal,7,1017,0.011558574414651772,0.00036931037902832037,0.003170609474182129,0.007900834083557129,0.015943586826324463,0.03321994543075561,0.0,0.10828548669815063
2,bracket_black,A1_G,51,bracket_black/test/scratches/007.png,1,defect,7,7,0.028181872197559903,0.009596478939056397,0.015871688723564148,0.03160750865936279,0.03786994516849518,0.048427644371986385,0.007638037204742432,0.050544291734695435
2,bracket_black,A1_G,51,bracket_black/test/scratches/007.png,1,clean_defect,7,0,,,,,,,,
2,bracket_black,A1_G,51,bracket_black/test/scratches/007.png,1,boundary,7,7,0.028181872197559903,0.009596478939056397,0.015871688723564148,0.03160750865936279,0.03786994516849518,0.048427644371986385,0.007638037204742432,0.050544291734695435
2,bracket_black,A1_G,52,bracket_black/test/scratches/008.png,1,abnormal_normal,6,1017,0.009668810500038994,0.0,0.0019878745079040527,0.006268829107284546,0.013179004192352295,0.029720729589462244,0.0,0.10657483339309692
2,bracket_black,A1_G,52,bracket_black/test/scratches/008.png,1,defect,6,7,0.025185265711375644,0.009476149082183838,0.012697666883468628,0.015213727951049805,0.031987980008125305,0.05371513366699217,0.008937418460845947,0.0627744197845459
2,bracket_black,A1_G,52,bracket_black/test/scratches/008.png,1,clean_defect,6,1,0.031399160623550415,0.031399160623550415,0.031399160623550415,0.031399160623550415,0.031399160623550415,0.031399160623550415,0.031399160623550415,0.031399160623550415
2,bracket_black,A1_G,52,bracket_black/test/scratches/008.png,1,boundary,6,6,0.024149616559346516,0.00938636064529419,0.011715427041053772,0.014937937259674072,0.028236031532287598,0.05522501468658447,0.008937418460845947,0.0627744197845459
2,bracket_black,A1_G,53,bracket_black/test/scratches/009.png,1,abnormal_normal,7,1016,0.01032277991569887,6.668269634246826e-06,0.0022161975502967834,0.0067064762115478516,0.014484986662864685,0.03245268017053604,0.0,0.11389994621276855
2,bracket_black,A1_G,53,bracket_black/test/scratches/009.png,1,defect,7,8,0.027247227728366852,0.014772747457027436,0.016919009387493134,0.024694666266441345,0.033842235803604126,0.04658758044242858,0.0147724449634552,0.052301496267318726
2,bracket_black,A1_G,53,bracket_black/test/scratches/009.png,1,clean_defect,7,1,0.0147724449634552,0.0147724449634552,0.0147724449634552,0.0147724449634552,0.0147724449634552,0.0147724449634552,0.0147724449634552,0.0147724449634552
2,bracket_black,A1_G,53,bracket_black/test/scratches/009.png,1,boundary,7,7,0.02902933955192566,0.01563158929347992,0.020704001188278198,0.025615572929382324,0.03455349802970886,0.0474038541316986,0.014773309230804443,0.052301496267318726
2,bracket_black,A1_G,54,bracket_black/test/scratches/010.png,1,abnormal_normal,7,1016,0.011725521023113897,0.0,0.0024882182478904724,0.007441878318786621,0.017596565186977386,0.03638815879821777,0.0,0.1118849515914917
2,bracket_black,A1_G,54,bracket_black/test/scratches/010.png,1,defect,7,8,0.020139459520578384,0.003165136277675629,0.011867344379425049,0.020994186401367188,0.028376907110214233,0.036051806807518,0.0,0.03876867890357971
2,bracket_black,A1_G,54,bracket_black/test/scratches/010.png,1,clean_defect,7,1,0.025881856679916382,0.025881856679916382,0.025881856679916382,0.025881856679916382,0.025881856679916382,0.025881856679916382,0.025881856679916382,0.025881856679916382
2,bracket_black,A1_G,54,bracket_black/test/scratches/010.png,1,boundary,7,7,0.019319117069244385,0.0027129739522933965,0.010925978422164917,0.016106516122817993,0.029253333806991577,0.03643993139266967,0.0,0.03876867890357971
2,bracket_black,A1_G,55,bracket_black/test/scratches/011.png,1,abnormal_normal,5,1019,0.011444916054825787,7.2285532951355e-05,0.0022921115159988403,0.007519245147705078,0.015974104404449463,0.03696926534175872,0.0,0.12043023109436035
2,bracket_black,A1_G,55,bracket_black/test/scratches/011.png,1,defect,5,5,0.030855977535247804,0.024637377262115477,0.029742419719696045,0.03145575523376465,0.034420281648635864,0.03512430787086487,0.023361116647720337,0.03530031442642212
2,bracket_black,A1_G,55,bracket_black/test/scratches/011.png,1,clean_defect,5,0,,,,,,,,
2,bracket_black,A1_G,55,bracket_black/test/scratches/011.png,1,boundary,5,5,0.030855977535247804,0.024637377262115477,0.029742419719696045,0.03145575523376465,0.034420281648635864,0.03512430787086487,0.023361116647720337,0.03530031442642212
2,bracket_black,A1_G,56,bracket_black/test/scratches/012.png,1,abnormal_normal,5,1019,0.012376968830209719,0.0001533061265945435,0.0025484710931777954,0.007166683673858643,0.017566129565238953,0.04188164472579955,0.0,0.11189651489257812
2,bracket_black,A1_G,56,bracket_black/test/scratches/012.png,1,defect,5,5,0.03451095819473267,0.02641682028770447,0.029169529676437378,0.02953779697418213,0.035126298666000366,0.04941927790641784,0.02572864294052124,0.05299252271652222
2,bracket_black,A1_G,56,bracket_black/test/scratches/012.png,1,clean_defect,5,0,,,,,,,,
