method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
anomalydino_canvas,mvtec,0,4,leather,corrected,392x392,0.765625,0.338150414483876,0.9880554933384099,19054336,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,leather,corrected,392x392,0.765625,0.29794981753184585,0.985303069210439,19054336,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,leather,corrected,392x392,0.765625,0.3515877550123396,0.9855092761547911,19054336,1.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,leather,corrected,392x392,0.765625,0.5155183867666331,0.9927501843461491,19054336,2.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_leather.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.8206329914191923,0.9679456210945069,17671360,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\metal_nut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.8315036325335157,0.9719543426193216,17671360,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\metal_nut\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.7577052046012436,0.963513089084565,17671360,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.7576911508124259,0.9635164058670431,17671360,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.6642436223875741,0.9238532350622132,17671360,2.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,metal_nut,corrected,392x392,0.765625,0.8013771122715554,0.9583033437448594,17671360,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_metal_nut.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,pill,corrected,392x392,0.765625,0.640206321178028,0.939743655962391,25661888,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\pill\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,pill,corrected,392x392,0.765625,0.6499559559166301,0.9468062002882232,25661888,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\pill\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,pill,corrected,392x392,0.765625,0.6816708761180186,0.9574004433574428,25661888,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,pill,corrected,392x392,0.765625,0.6956068309068512,0.9605550470661697,25661888,3.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,pill,corrected,392x392,0.765625,0.6687556344542445,0.9412656895282479,25661888,2.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,pill,corrected,392x392,0.765625,0.7021297807230279,0.9568093923896451,25661888,2.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_pill.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,screw,corrected,392x392,0.765625,0.3147935600191377,0.9484065914113128,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\screw\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,screw,corrected,392x392,0.765625,0.30156900651651086,0.944235192533948,24586240,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\screw\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,screw,corrected,392x392,0.765625,0.26329765435881375,0.9067856832053512,24586240,4.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,screw,corrected,392x392,0.765625,0.3760877265242254,0.9519951567936622,24586240,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,screw,corrected,392x392,0.765625,0.012543899258910376,0.8141789617733456,24586240,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,screw,corrected,392x392,0.765625,0.019059624515337565,0.9061652928034664,24586240,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_screw.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,tile,corrected,392x392,0.765625,0.6403149495668133,0.9615785487644306,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\tile\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,tile,corrected,392x392,0.765625,0.6338136268258946,0.9610169468716439,17978688,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\tile\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,tile,corrected,392x392,0.765625,0.5919456097526797,0.9519854624938932,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,tile,corrected,392x392,0.765625,0.6537809944278834,0.9556636123397031,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,tile,corrected,392x392,0.765625,0.571335256619814,0.9361898952836328,17978688,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,tile,corrected,392x392,0.765625,0.5906436696775611,0.9597875598039057,17978688,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_tile.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.6251836310585095,0.99144280511566,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\toothbrush\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.6447329376850313,0.9918116052892499,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\toothbrush\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.5710958246262607,0.9897223095773843,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.5750167662589138,0.989996314419518,6453888,0.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.51505721916733,0.9608305980572518,6453888,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,toothbrush,corrected,392x392,0.765625,0.5433054720159416,0.9778513331701565,6453888,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_toothbrush.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,transistor,corrected,392x392,0.765625,0.5038188037812178,0.896992827069364,15366400,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\transistor\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,transistor,corrected,392x392,0.765625,0.5194066809973318,0.9090384118526327,15366400,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\transistor\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,transistor,corrected,392x392,0.765625,0.5573516621120532,0.9104202889694669,15366400,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_transistor.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,transistor,corrected,392x392,0.765625,0.4129163483550829,0.8632274771555544,15366400,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_transistor.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,transistor,corrected,392x392,0.765625,0.7426783929632109,0.9695434392533206,15366400,1.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_transistor.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,transistor,corrected,392x392,0.765625,0.5889389008512389,0.9180819710200187,15366400,1.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_transistor.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,wood,corrected,392x392,0.765625,0.6904007813761864,0.9608718117418387,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\wood\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,wood,corrected,392x392,0.765625,0.6769333351588087,0.9590993324777225,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\wood\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,wood,corrected,392x392,0.765625,0.6669766529875681,0.951047800128782,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_wood.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,wood,corrected,392x392,0.765625,0.6756823172951442,0.9502939530859386,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_wood.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,wood,corrected,392x392,0.765625,0.3890496760788847,0.9116652297709479,12139456,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_wood.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,wood,corrected,392x392,0.765625,0.536017133512588,0.9471306614630127,12139456,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_wood.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,0,4,zipper,corrected,392x392,0.765625,0.4673900422434429,0.9350810295485005,23203264,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\zipper\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,0,4,zipper,corrected,392x392,0.765625,0.46189654749777703,0.9422280310420981,23203264,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k4\zipper\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,0,4,zipper,corrected,392x392,0.765625,0.43440083824014636,0.9082636526642355,23203264,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k4_zipper.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,0,4,zipper,corrected,392x392,0.765625,0.43782993804691006,0.9161245258505105,23203264,3.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k4_zipper.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,0,4,zipper,corrected,392x392,0.765625,0.3078032706095862,0.9297635965212514,23203264,2.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s0_k4\predictions\mvtec_zipper.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,0,4,zipper,corrected,392x392,0.765625,0.5992710389027285,0.9782540646937767,23203264,2.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k4\predictions\mvtec_zipper.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,bottle,corrected,392x392,0.765625,0.7970171198410402,0.978418333226057,12754112,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\bottle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,bottle,corrected,392x392,0.765625,0.7950272882005394,0.9786982377572668,12754112,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\bottle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,bottle,corrected,392x392,0.765625,0.8239575277174962,0.9829129719132189,12754112,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_bottle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,bottle,corrected,392x392,0.765625,0.8239144823153574,0.9837166813723528,12754112,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_bottle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,bottle,corrected,392x392,0.765625,0.5871397467694056,0.9372506810569615,12754112,1.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_bottle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,bottle,corrected,392x392,0.765625,0.7785825569702812,0.977370952060905,12754112,1.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_bottle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,cable,corrected,392x392,0.765625,0.5498851516782424,0.9244166446705764,23049600,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\cable\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,cable,corrected,392x392,0.765625,0.5453666763083195,0.921499670389545,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\cable\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,cable,corrected,392x392,0.765625,0.5724464571050372,0.9270687032252246,23049600,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_cable.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,cable,corrected,392x392,0.765625,0.5952722902376961,0.9228727699053664,23049600,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_cable.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,cable,corrected,392x392,0.765625,0.4172207358900814,0.8881728372094665,23049600,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_cable.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,cable,corrected,392x392,0.765625,0.5335387803752207,0.9347579705248579,23049600,2.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_cable.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,capsule,corrected,392x392,0.765625,0.23098595869051164,0.9656599985462861,20283648,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\capsule\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,capsule,corrected,392x392,0.765625,0.24515112697222055,0.9675704294327959,20283648,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\capsule\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,capsule,corrected,392x392,0.765625,0.3602457773986422,0.9699747562027407,20283648,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_capsule.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,capsule,corrected,392x392,0.765625,0.38184969023723947,0.9718653914838972,20283648,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_capsule.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,capsule,corrected,392x392,0.765625,0.13450380265290335,0.9033555464100166,20283648,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_capsule.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,mvtec,1,1,capsule,corrected,392x392,0.765625,0.2215898149347364,0.9650027320469682,20283648,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s1_k1\predictions\mvtec_capsule.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,mvtec,1,1,carpet,corrected,392x392,0.765625,0.5540244915502571,0.9879421913742705,17978688,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\carpet\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,mvtec,1,1,carpet,corrected,392x392,0.765625,0.5580743923409834,0.9880629375927998,17978688,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s1_k1\carpet\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,mvtec,1,1,carpet,corrected,392x392,0.765625,0.6126131743999154,0.9891230059586097,17978688,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s1_k1_carpet.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,mvtec,1,1,carpet,corrected,392x392,0.765625,0.5979150461055507,0.9891181736732627,17978688,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s1_k1_carpet.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,mvtec,1,1,carpet,corrected,392x392,0.765625,0.49646555207080695,0.9756221201877971,17978688,1.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mvtec_closeout\mvtec_s1_k1\predictions\mvtec_carpet.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
