dataset,seed,shot,category,group,area_ratio_low,area_ratio_high,n_normal_images,n_abnormal_in_group,descriptive_only
mvtec,0,4,capsule,large,0.01,1.01,23,24,False
mvtec,0,4,carpet,tiny,0.0,0.001,28,0,True
mvtec,0,4,carpet,small,0.001,0.01,28,37,False
mvtec,0,4,carpet,large,0.01,1.01,28,52,False
mvtec,0,4,grid,tiny,0.0,0.001,21,0,True
mvtec,0,4,grid,small,0.001,0.01,21,39,False
mvtec,0,4,grid,large,0.01,1.01,21,18,False
mvtec,0,4,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,0,4,hazelnut,small,0.001,0.01,40,18,False
mvtec,0,4,hazelnut,large,0.01,1.01,40,52,False
mvtec,0,4,leather,tiny,0.0,0.001,32,1,True
mvtec,0,4,leather,small,0.001,0.01,32,69,False
mvtec,0,4,leather,large,0.01,1.01,32,22,False
mvtec,0,4,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,0,4,metal_nut,small,0.001,0.01,22,7,True
mvtec,0,4,metal_nut,large,0.01,1.01,22,86,False
mvtec,0,4,pill,tiny,0.0,0.001,26,7,True
mvtec,0,4,pill,small,0.001,0.01,26,61,False
mvtec,0,4,pill,large,0.01,1.01,26,73,False
mvtec,0,4,screw,tiny,0.0,0.001,41,1,True
mvtec,0,4,screw,small,0.001,0.01,41,117,False
mvtec,0,4,screw,large,0.01,1.01,41,1,True
mvtec,0,4,tile,tiny,0.0,0.001,33,0,True
mvtec,0,4,tile,small,0.001,0.01,33,2,True
mvtec,0,4,tile,large,0.01,1.01,33,82,False
mvtec,0,4,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,0,4,toothbrush,small,0.001,0.01,12,15,False
mvtec,0,4,toothbrush,large,0.01,1.01,12,15,False
mvtec,0,4,transistor,tiny,0.0,0.001,60,0,True
mvtec,0,4,transistor,small,0.001,0.01,60,6,True
mvtec,0,4,transistor,large,0.01,1.01,60,34,False
mvtec,0,4,wood,tiny,0.0,0.001,19,0,True
mvtec,0,4,wood,small,0.001,0.01,19,8,True
mvtec,0,4,wood,large,0.01,1.01,19,52,False
mvtec,0,4,zipper,tiny,0.0,0.001,32,0,True
mvtec,0,4,zipper,small,0.001,0.01,32,16,False
mvtec,0,4,zipper,large,0.01,1.01,32,103,False
mvtec,0,8,bottle,tiny,0.0,0.001,20,0,True
mvtec,0,8,bottle,small,0.001,0.01,20,3,True
mvtec,0,8,bottle,large,0.01,1.01,20,60,False
mvtec,0,8,cable,tiny,0.0,0.001,58,0,True
mvtec,0,8,cable,small,0.001,0.01,58,7,True
mvtec,0,8,cable,large,0.01,1.01,58,85,False
mvtec,0,8,capsule,tiny,0.0,0.001,23,7,True
mvtec,0,8,capsule,small,0.001,0.01,23,78,False
mvtec,0,8,capsule,large,0.01,1.01,23,24,False
mvtec,0,8,carpet,tiny,0.0,0.001,28,0,True
mvtec,0,8,carpet,small,0.001,0.01,28,37,False
mvtec,0,8,carpet,large,0.01,1.01,28,52,False
mvtec,0,8,grid,tiny,0.0,0.001,21,0,True
mvtec,0,8,grid,small,0.001,0.01,21,39,False
mvtec,0,8,grid,large,0.01,1.01,21,18,False
mvtec,0,8,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,0,8,hazelnut,small,0.001,0.01,40,18,False
mvtec,0,8,hazelnut,large,0.01,1.01,40,52,False
mvtec,0,8,leather,tiny,0.0,0.001,32,1,True
mvtec,0,8,leather,small,0.001,0.01,32,69,False
mvtec,0,8,leather,large,0.01,1.01,32,22,False
mvtec,0,8,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,0,8,metal_nut,small,0.001,0.01,22,7,True
mvtec,0,8,metal_nut,large,0.01,1.01,22,86,False
mvtec,0,8,pill,tiny,0.0,0.001,26,7,True
mvtec,0,8,pill,small,0.001,0.01,26,61,False
mvtec,0,8,pill,large,0.01,1.01,26,73,False
mvtec,0,8,screw,tiny,0.0,0.001,41,1,True
mvtec,0,8,screw,small,0.001,0.01,41,117,False
mvtec,0,8,screw,large,0.01,1.01,41,1,True
mvtec,0,8,tile,tiny,0.0,0.001,33,0,True
mvtec,0,8,tile,small,0.001,0.01,33,2,True
mvtec,0,8,tile,large,0.01,1.01,33,82,False
mvtec,0,8,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,0,8,toothbrush,small,0.001,0.01,12,15,False
mvtec,0,8,toothbrush,large,0.01,1.01,12,15,False
mvtec,0,8,transistor,tiny,0.0,0.001,60,0,True
mvtec,0,8,transistor,small,0.001,0.01,60,6,True
mvtec,0,8,transistor,large,0.01,1.01,60,34,False
mvtec,0,8,wood,tiny,0.0,0.001,19,0,True
mvtec,0,8,wood,small,0.001,0.01,19,8,True
mvtec,0,8,wood,large,0.01,1.01,19,52,False
mvtec,0,8,zipper,tiny,0.0,0.001,32,0,True
mvtec,0,8,zipper,small,0.001,0.01,32,16,False
mvtec,0,8,zipper,large,0.01,1.01,32,103,False
mvtec,1,1,bottle,tiny,0.0,0.001,20,0,True
mvtec,1,1,bottle,small,0.001,0.01,20,3,True
mvtec,1,1,bottle,large,0.01,1.01,20,60,False
mvtec,1,1,cable,tiny,0.0,0.001,58,0,True
mvtec,1,1,cable,small,0.001,0.01,58,7,True
mvtec,1,1,cable,large,0.01,1.01,58,85,False
mvtec,1,1,capsule,tiny,0.0,0.001,23,7,True
mvtec,1,1,capsule,small,0.001,0.01,23,78,False
mvtec,1,1,capsule,large,0.01,1.01,23,24,False
mvtec,1,1,carpet,tiny,0.0,0.001,28,0,True
mvtec,1,1,carpet,small,0.001,0.01,28,37,False
mvtec,1,1,carpet,large,0.01,1.01,28,52,False
mvtec,1,1,grid,tiny,0.0,0.001,21,0,True
mvtec,1,1,grid,small,0.001,0.01,21,39,False
mvtec,1,1,grid,large,0.01,1.01,21,18,False
mvtec,1,1,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,1,1,hazelnut,small,0.001,0.01,40,18,False
mvtec,1,1,hazelnut,large,0.01,1.01,40,52,False
mvtec,1,1,leather,tiny,0.0,0.001,32,1,True
mvtec,1,1,leather,small,0.001,0.01,32,69,False
mvtec,1,1,leather,large,0.01,1.01,32,22,False
mvtec,1,1,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,1,1,metal_nut,small,0.001,0.01,22,7,True
mvtec,1,1,metal_nut,large,0.01,1.01,22,86,False
mvtec,1,1,pill,tiny,0.0,0.001,26,7,True
mvtec,1,1,pill,small,0.001,0.01,26,61,False
mvtec,1,1,pill,large,0.01,1.01,26,73,False
mvtec,1,1,screw,tiny,0.0,0.001,41,1,True
mvtec,1,1,screw,small,0.001,0.01,41,117,False
mvtec,1,1,screw,large,0.01,1.01,41,1,True
mvtec,1,1,tile,tiny,0.0,0.001,33,0,True
mvtec,1,1,tile,small,0.001,0.01,33,2,True
mvtec,1,1,tile,large,0.01,1.01,33,82,False
mvtec,1,1,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,1,1,toothbrush,small,0.001,0.01,12,15,False
mvtec,1,1,toothbrush,large,0.01,1.01,12,15,False
mvtec,1,1,transistor,tiny,0.0,0.001,60,0,True
mvtec,1,1,transistor,small,0.001,0.01,60,6,True
mvtec,1,1,transistor,large,0.01,1.01,60,34,False
mvtec,1,1,wood,tiny,0.0,0.001,19,0,True
mvtec,1,1,wood,small,0.001,0.01,19,8,True
mvtec,1,1,wood,large,0.01,1.01,19,52,False
mvtec,1,1,zipper,tiny,0.0,0.001,32,0,True
mvtec,1,1,zipper,small,0.001,0.01,32,16,False
mvtec,1,1,zipper,large,0.01,1.01,32,103,False
mvtec,1,2,bottle,tiny,0.0,0.001,20,0,True
mvtec,1,2,bottle,small,0.001,0.01,20,3,True
mvtec,1,2,bottle,large,0.01,1.01,20,60,False
mvtec,1,2,cable,tiny,0.0,0.001,58,0,True
mvtec,1,2,cable,small,0.001,0.01,58,7,True
mvtec,1,2,cable,large,0.01,1.01,58,85,False
mvtec,1,2,capsule,tiny,0.0,0.001,23,7,True
mvtec,1,2,capsule,small,0.001,0.01,23,78,False
mvtec,1,2,capsule,large,0.01,1.01,23,24,False
mvtec,1,2,carpet,tiny,0.0,0.001,28,0,True
mvtec,1,2,carpet,small,0.001,0.01,28,37,False
mvtec,1,2,carpet,large,0.01,1.01,28,52,False
mvtec,1,2,grid,tiny,0.0,0.001,21,0,True
mvtec,1,2,grid,small,0.001,0.01,21,39,False
mvtec,1,2,grid,large,0.01,1.01,21,18,False
mvtec,1,2,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,1,2,hazelnut,small,0.001,0.01,40,18,False
mvtec,1,2,hazelnut,large,0.01,1.01,40,52,False
mvtec,1,2,leather,tiny,0.0,0.001,32,1,True
mvtec,1,2,leather,small,0.001,0.01,32,69,False
mvtec,1,2,leather,large,0.01,1.01,32,22,False
mvtec,1,2,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,1,2,metal_nut,small,0.001,0.01,22,7,True
mvtec,1,2,metal_nut,large,0.01,1.01,22,86,False
mvtec,1,2,pill,tiny,0.0,0.001,26,7,True
mvtec,1,2,pill,small,0.001,0.01,26,61,False
mvtec,1,2,pill,large,0.01,1.01,26,73,False
mvtec,1,2,screw,tiny,0.0,0.001,41,1,True
mvtec,1,2,screw,small,0.001,0.01,41,117,False
mvtec,1,2,screw,large,0.01,1.01,41,1,True
mvtec,1,2,tile,tiny,0.0,0.001,33,0,True
mvtec,1,2,tile,small,0.001,0.01,33,2,True
mvtec,1,2,tile,large,0.01,1.01,33,82,False
mvtec,1,2,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,1,2,toothbrush,small,0.001,0.01,12,15,False
mvtec,1,2,toothbrush,large,0.01,1.01,12,15,False
mvtec,1,2,transistor,tiny,0.0,0.001,60,0,True
mvtec,1,2,transistor,small,0.001,0.01,60,6,True
mvtec,1,2,transistor,large,0.01,1.01,60,34,False
mvtec,1,2,wood,tiny,0.0,0.001,19,0,True
mvtec,1,2,wood,small,0.001,0.01,19,8,True
mvtec,1,2,wood,large,0.01,1.01,19,52,False
mvtec,1,2,zipper,tiny,0.0,0.001,32,0,True
mvtec,1,2,zipper,small,0.001,0.01,32,16,False
mvtec,1,2,zipper,large,0.01,1.01,32,103,False
mvtec,1,4,bottle,tiny,0.0,0.001,20,0,True
mvtec,1,4,bottle,small,0.001,0.01,20,3,True
mvtec,1,4,bottle,large,0.01,1.01,20,60,False
mvtec,1,4,cable,tiny,0.0,0.001,58,0,True
mvtec,1,4,cable,small,0.001,0.01,58,7,True
mvtec,1,4,cable,large,0.01,1.01,58,85,False
mvtec,1,4,capsule,tiny,0.0,0.001,23,7,True
mvtec,1,4,capsule,small,0.001,0.01,23,78,False
mvtec,1,4,capsule,large,0.01,1.01,23,24,False
mvtec,1,4,carpet,tiny,0.0,0.001,28,0,True
mvtec,1,4,carpet,small,0.001,0.01,28,37,False
mvtec,1,4,carpet,large,0.01,1.01,28,52,False
mvtec,1,4,grid,tiny,0.0,0.001,21,0,True
mvtec,1,4,grid,small,0.001,0.01,21,39,False
mvtec,1,4,grid,large,0.01,1.01,21,18,False
mvtec,1,4,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,1,4,hazelnut,small,0.001,0.01,40,18,False
mvtec,1,4,hazelnut,large,0.01,1.01,40,52,False
mvtec,1,4,leather,tiny,0.0,0.001,32,1,True
mvtec,1,4,leather,small,0.001,0.01,32,69,False
mvtec,1,4,leather,large,0.01,1.01,32,22,False
mvtec,1,4,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,1,4,metal_nut,small,0.001,0.01,22,7,True
mvtec,1,4,metal_nut,large,0.01,1.01,22,86,False
mvtec,1,4,pill,tiny,0.0,0.001,26,7,True
mvtec,1,4,pill,small,0.001,0.01,26,61,False
mvtec,1,4,pill,large,0.01,1.01,26,73,False
mvtec,1,4,screw,tiny,0.0,0.001,41,1,True
mvtec,1,4,screw,small,0.001,0.01,41,117,False
mvtec,1,4,screw,large,0.01,1.01,41,1,True
mvtec,1,4,tile,tiny,0.0,0.001,33,0,True
mvtec,1,4,tile,small,0.001,0.01,33,2,True
mvtec,1,4,tile,large,0.01,1.01,33,82,False
mvtec,1,4,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,1,4,toothbrush,small,0.001,0.01,12,15,False
mvtec,1,4,toothbrush,large,0.01,1.01,12,15,False
mvtec,1,4,transistor,tiny,0.0,0.001,60,0,True
mvtec,1,4,transistor,small,0.001,0.01,60,6,True
mvtec,1,4,transistor,large,0.01,1.01,60,34,False
mvtec,1,4,wood,tiny,0.0,0.001,19,0,True
mvtec,1,4,wood,small,0.001,0.01,19,8,True
mvtec,1,4,wood,large,0.01,1.01,19,52,False
mvtec,1,4,zipper,tiny,0.0,0.001,32,0,True
mvtec,1,4,zipper,small,0.001,0.01,32,16,False
mvtec,1,4,zipper,large,0.01,1.01,32,103,False
mvtec,1,8,bottle,tiny,0.0,0.001,20,0,True
mvtec,1,8,bottle,small,0.001,0.01,20,3,True
mvtec,1,8,bottle,large,0.01,1.01,20,60,False
mvtec,1,8,cable,tiny,0.0,0.001,58,0,True
mvtec,1,8,cable,small,0.001,0.01,58,7,True
mvtec,1,8,cable,large,0.01,1.01,58,85,False
mvtec,1,8,capsule,tiny,0.0,0.001,23,7,True
mvtec,1,8,capsule,small,0.001,0.01,23,78,False
mvtec,1,8,capsule,large,0.01,1.01,23,24,False
mvtec,1,8,carpet,tiny,0.0,0.001,28,0,True
mvtec,1,8,carpet,small,0.001,0.01,28,37,False
mvtec,1,8,carpet,large,0.01,1.01,28,52,False
mvtec,1,8,grid,tiny,0.0,0.001,21,0,True
mvtec,1,8,grid,small,0.001,0.01,21,39,False
mvtec,1,8,grid,large,0.01,1.01,21,18,False
mvtec,1,8,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,1,8,hazelnut,small,0.001,0.01,40,18,False
mvtec,1,8,hazelnut,large,0.01,1.01,40,52,False
mvtec,1,8,leather,tiny,0.0,0.001,32,1,True
mvtec,1,8,leather,small,0.001,0.01,32,69,False
mvtec,1,8,leather,large,0.01,1.01,32,22,False
mvtec,1,8,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,1,8,metal_nut,small,0.001,0.01,22,7,True
mvtec,1,8,metal_nut,large,0.01,1.01,22,86,False
mvtec,1,8,pill,tiny,0.0,0.001,26,7,True
mvtec,1,8,pill,small,0.001,0.01,26,61,False
mvtec,1,8,pill,large,0.01,1.01,26,73,False
mvtec,1,8,screw,tiny,0.0,0.001,41,1,True
mvtec,1,8,screw,small,0.001,0.01,41,117,False
mvtec,1,8,screw,large,0.01,1.01,41,1,True
mvtec,1,8,tile,tiny,0.0,0.001,33,0,True
mvtec,1,8,tile,small,0.001,0.01,33,2,True
mvtec,1,8,tile,large,0.01,1.01,33,82,False
mvtec,1,8,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,1,8,toothbrush,small,0.001,0.01,12,15,False
mvtec,1,8,toothbrush,large,0.01,1.01,12,15,False
mvtec,1,8,transistor,tiny,0.0,0.001,60,0,True
mvtec,1,8,transistor,small,0.001,0.01,60,6,True
mvtec,1,8,transistor,large,0.01,1.01,60,34,False
mvtec,1,8,wood,tiny,0.0,0.001,19,0,True
mvtec,1,8,wood,small,0.001,0.01,19,8,True
mvtec,1,8,wood,large,0.01,1.01,19,52,False
mvtec,1,8,zipper,tiny,0.0,0.001,32,0,True
mvtec,1,8,zipper,small,0.001,0.01,32,16,False
mvtec,1,8,zipper,large,0.01,1.01,32,103,False
mvtec,2,1,bottle,tiny,0.0,0.001,20,0,True
mvtec,2,1,bottle,small,0.001,0.01,20,3,True
mvtec,2,1,bottle,large,0.01,1.01,20,60,False
mvtec,2,1,cable,tiny,0.0,0.001,58,0,True
mvtec,2,1,cable,small,0.001,0.01,58,7,True
mvtec,2,1,cable,large,0.01,1.01,58,85,False
mvtec,2,1,capsule,tiny,0.0,0.001,23,7,True
mvtec,2,1,capsule,small,0.001,0.01,23,78,False
mvtec,2,1,capsule,large,0.01,1.01,23,24,False
mvtec,2,1,carpet,tiny,0.0,0.001,28,0,True
mvtec,2,1,carpet,small,0.001,0.01,28,37,False
mvtec,2,1,carpet,large,0.01,1.01,28,52,False
mvtec,2,1,grid,tiny,0.0,0.001,21,0,True
mvtec,2,1,grid,small,0.001,0.01,21,39,False
mvtec,2,1,grid,large,0.01,1.01,21,18,False
mvtec,2,1,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,2,1,hazelnut,small,0.001,0.01,40,18,False
mvtec,2,1,hazelnut,large,0.01,1.01,40,52,False
mvtec,2,1,leather,tiny,0.0,0.001,32,1,True
mvtec,2,1,leather,small,0.001,0.01,32,69,False
mvtec,2,1,leather,large,0.01,1.01,32,22,False
mvtec,2,1,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,2,1,metal_nut,small,0.001,0.01,22,7,True
mvtec,2,1,metal_nut,large,0.01,1.01,22,86,False
mvtec,2,1,pill,tiny,0.0,0.001,26,7,True
mvtec,2,1,pill,small,0.001,0.01,26,61,False
mvtec,2,1,pill,large,0.01,1.01,26,73,False
mvtec,2,1,screw,tiny,0.0,0.001,41,1,True
mvtec,2,1,screw,small,0.001,0.01,41,117,False
mvtec,2,1,screw,large,0.01,1.01,41,1,True
mvtec,2,1,tile,tiny,0.0,0.001,33,0,True
mvtec,2,1,tile,small,0.001,0.01,33,2,True
mvtec,2,1,tile,large,0.01,1.01,33,82,False
mvtec,2,1,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,2,1,toothbrush,small,0.001,0.01,12,15,False
mvtec,2,1,toothbrush,large,0.01,1.01,12,15,False
mvtec,2,1,transistor,tiny,0.0,0.001,60,0,True
mvtec,2,1,transistor,small,0.001,0.01,60,6,True
mvtec,2,1,transistor,large,0.01,1.01,60,34,False
mvtec,2,1,wood,tiny,0.0,0.001,19,0,True
mvtec,2,1,wood,small,0.001,0.01,19,8,True
mvtec,2,1,wood,large,0.01,1.01,19,52,False
mvtec,2,1,zipper,tiny,0.0,0.001,32,0,True
mvtec,2,1,zipper,small,0.001,0.01,32,16,False
mvtec,2,1,zipper,large,0.01,1.01,32,103,False
mvtec,2,2,bottle,tiny,0.0,0.001,20,0,True
mvtec,2,2,bottle,small,0.001,0.01,20,3,True
mvtec,2,2,bottle,large,0.01,1.01,20,60,False
mvtec,2,2,cable,tiny,0.0,0.001,58,0,True
mvtec,2,2,cable,small,0.001,0.01,58,7,True
mvtec,2,2,cable,large,0.01,1.01,58,85,False
mvtec,2,2,capsule,tiny,0.0,0.001,23,7,True
mvtec,2,2,capsule,small,0.001,0.01,23,78,False
mvtec,2,2,capsule,large,0.01,1.01,23,24,False
mvtec,2,2,carpet,tiny,0.0,0.001,28,0,True
mvtec,2,2,carpet,small,0.001,0.01,28,37,False
mvtec,2,2,carpet,large,0.01,1.01,28,52,False
mvtec,2,2,grid,tiny,0.0,0.001,21,0,True
mvtec,2,2,grid,small,0.001,0.01,21,39,False
mvtec,2,2,grid,large,0.01,1.01,21,18,False
mvtec,2,2,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,2,2,hazelnut,small,0.001,0.01,40,18,False
mvtec,2,2,hazelnut,large,0.01,1.01,40,52,False
mvtec,2,2,leather,tiny,0.0,0.001,32,1,True
mvtec,2,2,leather,small,0.001,0.01,32,69,False
mvtec,2,2,leather,large,0.01,1.01,32,22,False
mvtec,2,2,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,2,2,metal_nut,small,0.001,0.01,22,7,True
mvtec,2,2,metal_nut,large,0.01,1.01,22,86,False
mvtec,2,2,pill,tiny,0.0,0.001,26,7,True
mvtec,2,2,pill,small,0.001,0.01,26,61,False
mvtec,2,2,pill,large,0.01,1.01,26,73,False
mvtec,2,2,screw,tiny,0.0,0.001,41,1,True
mvtec,2,2,screw,small,0.001,0.01,41,117,False
mvtec,2,2,screw,large,0.01,1.01,41,1,True
mvtec,2,2,tile,tiny,0.0,0.001,33,0,True
mvtec,2,2,tile,small,0.001,0.01,33,2,True
mvtec,2,2,tile,large,0.01,1.01,33,82,False
mvtec,2,2,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,2,2,toothbrush,small,0.001,0.01,12,15,False
mvtec,2,2,toothbrush,large,0.01,1.01,12,15,False
mvtec,2,2,transistor,tiny,0.0,0.001,60,0,True
mvtec,2,2,transistor,small,0.001,0.01,60,6,True
mvtec,2,2,transistor,large,0.01,1.01,60,34,False
mvtec,2,2,wood,tiny,0.0,0.001,19,0,True
mvtec,2,2,wood,small,0.001,0.01,19,8,True
mvtec,2,2,wood,large,0.01,1.01,19,52,False
mvtec,2,2,zipper,tiny,0.0,0.001,32,0,True
mvtec,2,2,zipper,small,0.001,0.01,32,16,False
mvtec,2,2,zipper,large,0.01,1.01,32,103,False
mvtec,2,4,bottle,tiny,0.0,0.001,20,0,True
mvtec,2,4,bottle,small,0.001,0.01,20,3,True
mvtec,2,4,bottle,large,0.01,1.01,20,60,False
mvtec,2,4,cable,tiny,0.0,0.001,58,0,True
mvtec,2,4,cable,small,0.001,0.01,58,7,True
mvtec,2,4,cable,large,0.01,1.01,58,85,False
mvtec,2,4,capsule,tiny,0.0,0.001,23,7,True
mvtec,2,4,capsule,small,0.001,0.01,23,78,False
mvtec,2,4,capsule,large,0.01,1.01,23,24,False
mvtec,2,4,carpet,tiny,0.0,0.001,28,0,True
mvtec,2,4,carpet,small,0.001,0.01,28,37,False
mvtec,2,4,carpet,large,0.01,1.01,28,52,False
mvtec,2,4,grid,tiny,0.0,0.001,21,0,True
mvtec,2,4,grid,small,0.001,0.01,21,39,False
mvtec,2,4,grid,large,0.01,1.01,21,18,False
mvtec,2,4,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,2,4,hazelnut,small,0.001,0.01,40,18,False
mvtec,2,4,hazelnut,large,0.01,1.01,40,52,False
mvtec,2,4,leather,tiny,0.0,0.001,32,1,True
