artefact,condition_keys,aggregation,ci_level,reported_in,row_key
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_J,DUP_J}__image_ap;mpdd_s0_k2__{TRI_J,DUP_J}__image_ap;mpdd_s0_k4__{TRI_J,DUP_J}__image_ap;mpdd_s0_k8__{TRI_J,DUP_J}__image_ap;mpdd_s1_k1__{TRI_J,DUP_J}__image_ap;mpdd_s1_k2__{TRI_J,DUP_J}__image_ap;mpdd_s1_k4__{TRI_J,DUP_J}__image_ap;mpdd_s1_k8__{TRI_J,DUP_J}__image_ap;mpdd_s2_k1__{TRI_J,DUP_J}__image_ap;mpdd_s2_k2__{TRI_J,DUP_J}__image_ap;mpdd_s2_k4__{TRI_J,DUP_J}__image_ap;mpdd_s2_k8__{TRI_J,DUP_J}__image_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_J - DUP_J|image_ap
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_J,DUP_J}__image_auroc;mpdd_s0_k2__{TRI_J,DUP_J}__image_auroc;mpdd_s0_k4__{TRI_J,DUP_J}__image_auroc;mpdd_s0_k8__{TRI_J,DUP_J}__image_auroc;mpdd_s1_k1__{TRI_J,DUP_J}__image_auroc;mpdd_s1_k2__{TRI_J,DUP_J}__image_auroc;mpdd_s1_k4__{TRI_J,DUP_J}__image_auroc;mpdd_s1_k8__{TRI_J,DUP_J}__image_auroc;mpdd_s2_k1__{TRI_J,DUP_J}__image_auroc;mpdd_s2_k2__{TRI_J,DUP_J}__image_auroc;mpdd_s2_k4__{TRI_J,DUP_J}__image_auroc;mpdd_s2_k8__{TRI_J,DUP_J}__image_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_J - DUP_J|image_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,DUP_L}__pixel_ap;mpdd_s0_k2__{TRI_L,DUP_L}__pixel_ap;mpdd_s0_k4__{TRI_L,DUP_L}__pixel_ap;mpdd_s0_k8__{TRI_L,DUP_L}__pixel_ap;mpdd_s1_k1__{TRI_L,DUP_L}__pixel_ap;mpdd_s1_k2__{TRI_L,DUP_L}__pixel_ap;mpdd_s1_k4__{TRI_L,DUP_L}__pixel_ap;mpdd_s1_k8__{TRI_L,DUP_L}__pixel_ap;mpdd_s2_k1__{TRI_L,DUP_L}__pixel_ap;mpdd_s2_k2__{TRI_L,DUP_L}__pixel_ap;mpdd_s2_k4__{TRI_L,DUP_L}__pixel_ap;mpdd_s2_k8__{TRI_L,DUP_L}__pixel_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_L - DUP_L|pixel_ap
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,DUP_L}__pixel_auroc;mpdd_s0_k2__{TRI_L,DUP_L}__pixel_auroc;mpdd_s0_k4__{TRI_L,DUP_L}__pixel_auroc;mpdd_s0_k8__{TRI_L,DUP_L}__pixel_auroc;mpdd_s1_k1__{TRI_L,DUP_L}__pixel_auroc;mpdd_s1_k2__{TRI_L,DUP_L}__pixel_auroc;mpdd_s1_k4__{TRI_L,DUP_L}__pixel_auroc;mpdd_s1_k8__{TRI_L,DUP_L}__pixel_auroc;mpdd_s2_k1__{TRI_L,DUP_L}__pixel_auroc;mpdd_s2_k2__{TRI_L,DUP_L}__pixel_auroc;mpdd_s2_k4__{TRI_L,DUP_L}__pixel_auroc;mpdd_s2_k8__{TRI_L,DUP_L}__pixel_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_L - DUP_L|pixel_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,DUP_L}__image_ap;mpdd_s0_k2__{TRI_L,DUP_L}__image_ap;mpdd_s0_k4__{TRI_L,DUP_L}__image_ap;mpdd_s0_k8__{TRI_L,DUP_L}__image_ap;mpdd_s1_k1__{TRI_L,DUP_L}__image_ap;mpdd_s1_k2__{TRI_L,DUP_L}__image_ap;mpdd_s1_k4__{TRI_L,DUP_L}__image_ap;mpdd_s1_k8__{TRI_L,DUP_L}__image_ap;mpdd_s2_k1__{TRI_L,DUP_L}__image_ap;mpdd_s2_k2__{TRI_L,DUP_L}__image_ap;mpdd_s2_k4__{TRI_L,DUP_L}__image_ap;mpdd_s2_k8__{TRI_L,DUP_L}__image_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_L - DUP_L|image_ap
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,DUP_L}__image_auroc;mpdd_s0_k2__{TRI_L,DUP_L}__image_auroc;mpdd_s0_k4__{TRI_L,DUP_L}__image_auroc;mpdd_s0_k8__{TRI_L,DUP_L}__image_auroc;mpdd_s1_k1__{TRI_L,DUP_L}__image_auroc;mpdd_s1_k2__{TRI_L,DUP_L}__image_auroc;mpdd_s1_k4__{TRI_L,DUP_L}__image_auroc;mpdd_s1_k8__{TRI_L,DUP_L}__image_auroc;mpdd_s2_k1__{TRI_L,DUP_L}__image_auroc;mpdd_s2_k2__{TRI_L,DUP_L}__image_auroc;mpdd_s2_k4__{TRI_L,DUP_L}__image_auroc;mpdd_s2_k8__{TRI_L,DUP_L}__image_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|TRI_L - DUP_L|image_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_J,A1_J}__pixel_ap;mpdd_s0_k2__{BAL_J,A1_J}__pixel_ap;mpdd_s0_k4__{BAL_J,A1_J}__pixel_ap;mpdd_s0_k8__{BAL_J,A1_J}__pixel_ap;mpdd_s1_k1__{BAL_J,A1_J}__pixel_ap;mpdd_s1_k2__{BAL_J,A1_J}__pixel_ap;mpdd_s1_k4__{BAL_J,A1_J}__pixel_ap;mpdd_s1_k8__{BAL_J,A1_J}__pixel_ap;mpdd_s2_k1__{BAL_J,A1_J}__pixel_ap;mpdd_s2_k2__{BAL_J,A1_J}__pixel_ap;mpdd_s2_k4__{BAL_J,A1_J}__pixel_ap;mpdd_s2_k8__{BAL_J,A1_J}__pixel_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_J - A1_J|pixel_ap
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_J,A1_J}__pixel_auroc;mpdd_s0_k2__{BAL_J,A1_J}__pixel_auroc;mpdd_s0_k4__{BAL_J,A1_J}__pixel_auroc;mpdd_s0_k8__{BAL_J,A1_J}__pixel_auroc;mpdd_s1_k1__{BAL_J,A1_J}__pixel_auroc;mpdd_s1_k2__{BAL_J,A1_J}__pixel_auroc;mpdd_s1_k4__{BAL_J,A1_J}__pixel_auroc;mpdd_s1_k8__{BAL_J,A1_J}__pixel_auroc;mpdd_s2_k1__{BAL_J,A1_J}__pixel_auroc;mpdd_s2_k2__{BAL_J,A1_J}__pixel_auroc;mpdd_s2_k4__{BAL_J,A1_J}__pixel_auroc;mpdd_s2_k8__{BAL_J,A1_J}__pixel_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_J - A1_J|pixel_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_J,A1_J}__image_ap;mpdd_s0_k2__{BAL_J,A1_J}__image_ap;mpdd_s0_k4__{BAL_J,A1_J}__image_ap;mpdd_s0_k8__{BAL_J,A1_J}__image_ap;mpdd_s1_k1__{BAL_J,A1_J}__image_ap;mpdd_s1_k2__{BAL_J,A1_J}__image_ap;mpdd_s1_k4__{BAL_J,A1_J}__image_ap;mpdd_s1_k8__{BAL_J,A1_J}__image_ap;mpdd_s2_k1__{BAL_J,A1_J}__image_ap;mpdd_s2_k2__{BAL_J,A1_J}__image_ap;mpdd_s2_k4__{BAL_J,A1_J}__image_ap;mpdd_s2_k8__{BAL_J,A1_J}__image_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_J - A1_J|image_ap
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_J,A1_J}__image_auroc;mpdd_s0_k2__{BAL_J,A1_J}__image_auroc;mpdd_s0_k4__{BAL_J,A1_J}__image_auroc;mpdd_s0_k8__{BAL_J,A1_J}__image_auroc;mpdd_s1_k1__{BAL_J,A1_J}__image_auroc;mpdd_s1_k2__{BAL_J,A1_J}__image_auroc;mpdd_s1_k4__{BAL_J,A1_J}__image_auroc;mpdd_s1_k8__{BAL_J,A1_J}__image_auroc;mpdd_s2_k1__{BAL_J,A1_J}__image_auroc;mpdd_s2_k2__{BAL_J,A1_J}__image_auroc;mpdd_s2_k4__{BAL_J,A1_J}__image_auroc;mpdd_s2_k8__{BAL_J,A1_J}__image_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_J - A1_J|image_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_L,A1_L}__pixel_ap;mpdd_s0_k2__{BAL_L,A1_L}__pixel_ap;mpdd_s0_k4__{BAL_L,A1_L}__pixel_ap;mpdd_s0_k8__{BAL_L,A1_L}__pixel_ap;mpdd_s1_k1__{BAL_L,A1_L}__pixel_ap;mpdd_s1_k2__{BAL_L,A1_L}__pixel_ap;mpdd_s1_k4__{BAL_L,A1_L}__pixel_ap;mpdd_s1_k8__{BAL_L,A1_L}__pixel_ap;mpdd_s2_k1__{BAL_L,A1_L}__pixel_ap;mpdd_s2_k2__{BAL_L,A1_L}__pixel_ap;mpdd_s2_k4__{BAL_L,A1_L}__pixel_ap;mpdd_s2_k8__{BAL_L,A1_L}__pixel_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_L - A1_L|pixel_ap
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_L,A1_L}__pixel_auroc;mpdd_s0_k2__{BAL_L,A1_L}__pixel_auroc;mpdd_s0_k4__{BAL_L,A1_L}__pixel_auroc;mpdd_s0_k8__{BAL_L,A1_L}__pixel_auroc;mpdd_s1_k1__{BAL_L,A1_L}__pixel_auroc;mpdd_s1_k2__{BAL_L,A1_L}__pixel_auroc;mpdd_s1_k4__{BAL_L,A1_L}__pixel_auroc;mpdd_s1_k8__{BAL_L,A1_L}__pixel_auroc;mpdd_s2_k1__{BAL_L,A1_L}__pixel_auroc;mpdd_s2_k2__{BAL_L,A1_L}__pixel_auroc;mpdd_s2_k4__{BAL_L,A1_L}__pixel_auroc;mpdd_s2_k8__{BAL_L,A1_L}__pixel_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_L - A1_L|pixel_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_L,A1_L}__image_ap;mpdd_s0_k2__{BAL_L,A1_L}__image_ap;mpdd_s0_k4__{BAL_L,A1_L}__image_ap;mpdd_s0_k8__{BAL_L,A1_L}__image_ap;mpdd_s1_k1__{BAL_L,A1_L}__image_ap;mpdd_s1_k2__{BAL_L,A1_L}__image_ap;mpdd_s1_k4__{BAL_L,A1_L}__image_ap;mpdd_s1_k8__{BAL_L,A1_L}__image_ap;mpdd_s2_k1__{BAL_L,A1_L}__image_ap;mpdd_s2_k2__{BAL_L,A1_L}__image_ap;mpdd_s2_k4__{BAL_L,A1_L}__image_ap;mpdd_s2_k8__{BAL_L,A1_L}__image_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_L - A1_L|image_ap
bootstrap_samples.npz,"mpdd_s0_k1__{BAL_L,A1_L}__image_auroc;mpdd_s0_k2__{BAL_L,A1_L}__image_auroc;mpdd_s0_k4__{BAL_L,A1_L}__image_auroc;mpdd_s0_k8__{BAL_L,A1_L}__image_auroc;mpdd_s1_k1__{BAL_L,A1_L}__image_auroc;mpdd_s1_k2__{BAL_L,A1_L}__image_auroc;mpdd_s1_k4__{BAL_L,A1_L}__image_auroc;mpdd_s1_k8__{BAL_L,A1_L}__image_auroc;mpdd_s2_k1__{BAL_L,A1_L}__image_auroc;mpdd_s2_k2__{BAL_L,A1_L}__image_auroc;mpdd_s2_k4__{BAL_L,A1_L}__image_auroc;mpdd_s2_k8__{BAL_L,A1_L}__image_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|representation_swap|BAL_L - A1_L|image_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{A1_L,A1_J}__pixel_ap;mpdd_s0_k2__{A1_L,A1_J}__pixel_ap;mpdd_s0_k4__{A1_L,A1_J}__pixel_ap;mpdd_s0_k8__{A1_L,A1_J}__pixel_ap;mpdd_s1_k1__{A1_L,A1_J}__pixel_ap;mpdd_s1_k2__{A1_L,A1_J}__pixel_ap;mpdd_s1_k4__{A1_L,A1_J}__pixel_ap;mpdd_s1_k8__{A1_L,A1_J}__pixel_ap;mpdd_s2_k1__{A1_L,A1_J}__pixel_ap;mpdd_s2_k2__{A1_L,A1_J}__pixel_ap;mpdd_s2_k4__{A1_L,A1_J}__pixel_ap;mpdd_s2_k8__{A1_L,A1_J}__pixel_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|A1_L - A1_J|pixel_ap
bootstrap_samples.npz,"mpdd_s0_k1__{A1_L,A1_J}__pixel_auroc;mpdd_s0_k2__{A1_L,A1_J}__pixel_auroc;mpdd_s0_k4__{A1_L,A1_J}__pixel_auroc;mpdd_s0_k8__{A1_L,A1_J}__pixel_auroc;mpdd_s1_k1__{A1_L,A1_J}__pixel_auroc;mpdd_s1_k2__{A1_L,A1_J}__pixel_auroc;mpdd_s1_k4__{A1_L,A1_J}__pixel_auroc;mpdd_s1_k8__{A1_L,A1_J}__pixel_auroc;mpdd_s2_k1__{A1_L,A1_J}__pixel_auroc;mpdd_s2_k2__{A1_L,A1_J}__pixel_auroc;mpdd_s2_k4__{A1_L,A1_J}__pixel_auroc;mpdd_s2_k8__{A1_L,A1_J}__pixel_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|A1_L - A1_J|pixel_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{A1_L,A1_J}__image_ap;mpdd_s0_k2__{A1_L,A1_J}__image_ap;mpdd_s0_k4__{A1_L,A1_J}__image_ap;mpdd_s0_k8__{A1_L,A1_J}__image_ap;mpdd_s1_k1__{A1_L,A1_J}__image_ap;mpdd_s1_k2__{A1_L,A1_J}__image_ap;mpdd_s1_k4__{A1_L,A1_J}__image_ap;mpdd_s1_k8__{A1_L,A1_J}__image_ap;mpdd_s2_k1__{A1_L,A1_J}__image_ap;mpdd_s2_k2__{A1_L,A1_J}__image_ap;mpdd_s2_k4__{A1_L,A1_J}__image_ap;mpdd_s2_k8__{A1_L,A1_J}__image_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|A1_L - A1_J|image_ap
bootstrap_samples.npz,"mpdd_s0_k1__{A1_L,A1_J}__image_auroc;mpdd_s0_k2__{A1_L,A1_J}__image_auroc;mpdd_s0_k4__{A1_L,A1_J}__image_auroc;mpdd_s0_k8__{A1_L,A1_J}__image_auroc;mpdd_s1_k1__{A1_L,A1_J}__image_auroc;mpdd_s1_k2__{A1_L,A1_J}__image_auroc;mpdd_s1_k4__{A1_L,A1_J}__image_auroc;mpdd_s1_k8__{A1_L,A1_J}__image_auroc;mpdd_s2_k1__{A1_L,A1_J}__image_auroc;mpdd_s2_k2__{A1_L,A1_J}__image_auroc;mpdd_s2_k4__{A1_L,A1_J}__image_auroc;mpdd_s2_k8__{A1_L,A1_J}__image_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|A1_L - A1_J|image_auroc
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,TRI_J}__pixel_ap;mpdd_s0_k2__{TRI_L,TRI_J}__pixel_ap;mpdd_s0_k4__{TRI_L,TRI_J}__pixel_ap;mpdd_s0_k8__{TRI_L,TRI_J}__pixel_ap;mpdd_s1_k1__{TRI_L,TRI_J}__pixel_ap;mpdd_s1_k2__{TRI_L,TRI_J}__pixel_ap;mpdd_s1_k4__{TRI_L,TRI_J}__pixel_ap;mpdd_s1_k8__{TRI_L,TRI_J}__pixel_ap;mpdd_s2_k1__{TRI_L,TRI_J}__pixel_ap;mpdd_s2_k2__{TRI_L,TRI_J}__pixel_ap;mpdd_s2_k4__{TRI_L,TRI_J}__pixel_ap;mpdd_s2_k8__{TRI_L,TRI_J}__pixel_ap","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|TRI_L - TRI_J|pixel_ap
bootstrap_samples.npz,"mpdd_s0_k1__{TRI_L,TRI_J}__pixel_auroc;mpdd_s0_k2__{TRI_L,TRI_J}__pixel_auroc;mpdd_s0_k4__{TRI_L,TRI_J}__pixel_auroc;mpdd_s0_k8__{TRI_L,TRI_J}__pixel_auroc;mpdd_s1_k1__{TRI_L,TRI_J}__pixel_auroc;mpdd_s1_k2__{TRI_L,TRI_J}__pixel_auroc;mpdd_s1_k4__{TRI_L,TRI_J}__pixel_auroc;mpdd_s1_k8__{TRI_L,TRI_J}__pixel_auroc;mpdd_s2_k1__{TRI_L,TRI_J}__pixel_auroc;mpdd_s2_k2__{TRI_L,TRI_J}__pixel_auroc;mpdd_s2_k4__{TRI_L,TRI_J}__pixel_auroc;mpdd_s2_k8__{TRI_L,TRI_J}__pixel_auroc","paired per replicate: mean over conditions of (left_r - right_r), then percentile",0.95,AGGREGATED_EFFECTS.csv,mpdd|matching_effect|TRI_L - TRI_J|pixel_auroc
