dataset,category,seed,grid,n_query,n_ref,dim,query_sha256,ref_sha256,ref_shape,query_encoded,ref_encoded,reused,query_seconds,ref_seconds,query_shape,features_dir,created_utc
mpdd,bracket_black,1,"[32, 32]",79,8,576,46ab60cd98676811530d01ce537ed4a54660eeabfd2fc0136cec2f056fa59dd2,8a7daeadc10105b2e771932e792bfbddeab2afc99c4aeb5af377939527a178e1,"[8, 32, 32, 576]",False,False,True,,,"[79, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:34.582118+00:00
mpdd,bracket_black,2,"[32, 32]",79,8,576,46ab60cd98676811530d01ce537ed4a54660eeabfd2fc0136cec2f056fa59dd2,d707c62e65c5353d4dd90e682d1948c7ab2b7a30f6f921487bd82638d2a4d670,"[8, 32, 32, 576]",False,False,True,,,"[79, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:34.834991+00:00
mpdd,bracket_brown,0,"[32, 32]",77,8,576,2fcb24824df2de91819ab3901fe25b30decf9834392ebb3cb5260172a9aaf870,d327b90415f92c998db383ca37c4e0d027529b87d93b2a5defc78fbf8d4e1254,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:35.087097+00:00
mpdd,bracket_brown,1,"[32, 32]",77,8,576,2fcb24824df2de91819ab3901fe25b30decf9834392ebb3cb5260172a9aaf870,fad59ad70a9b7cb958abf968e899cb12a364574e16ec79e93739cc3e73d2429b,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:35.322824+00:00
mpdd,bracket_brown,2,"[32, 32]",77,8,576,2fcb24824df2de91819ab3901fe25b30decf9834392ebb3cb5260172a9aaf870,961b5acff49e50e133ba217d97f9e3d2d9fb259a0c0c2e763cd9e386ad8db7ed,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:35.560070+00:00
mpdd,bracket_white,0,"[32, 32]",60,8,576,358bbf492a656df97d2eba8e2cf00d18277426b7ce0381fd0a5002882e0cd89f,78368da62021b0a6539d65b118021e4f0d2f5eb992dc4908515a8e286514ae5d,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:35.747781+00:00
mpdd,bracket_white,1,"[32, 32]",60,8,576,358bbf492a656df97d2eba8e2cf00d18277426b7ce0381fd0a5002882e0cd89f,e4509d53f2ca7bcbfc098525357d75a0b9ac4bd3a190fb89022ca582dcba0fff,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:35.945077+00:00
mpdd,bracket_white,2,"[32, 32]",60,8,576,358bbf492a656df97d2eba8e2cf00d18277426b7ce0381fd0a5002882e0cd89f,38ae8db9c277cbeb688232cef8797d08885d9f7ec8b5cd0ab09112d19b326a34,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:36.135183+00:00
mpdd,connector,0,"[32, 32]",44,8,576,760c033a306eb4916d0ba75b08c8674e4ac49de6a6465478b8915e6cc6bd3588,45baf32a2dadd646e5c38cc1966371ea5b1f3de44ea878a5f06994c124ff76e9,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:36.285547+00:00
mpdd,connector,1,"[32, 32]",44,8,576,760c033a306eb4916d0ba75b08c8674e4ac49de6a6465478b8915e6cc6bd3588,d498aa10f346c5ed43654a1b11817bee7e01357cc1dd4ac8a9816c00601517fe,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:36.432955+00:00
mpdd,connector,2,"[32, 32]",44,8,576,760c033a306eb4916d0ba75b08c8674e4ac49de6a6465478b8915e6cc6bd3588,4ac8fc9774c2efa17c32e1104611ea31398251bd08a6d18b9399712a3db428ba,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:36.581278+00:00
mpdd,metal_plate,0,"[32, 32]",97,8,576,a5709070a4329397c6830dad245323cbc84852fad593bc845571eafa20fbacfb,f8918f5e9b583c6722b54231f575dcb662bd031e52b5e09f11336a8471df8d73,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:36.885067+00:00
mpdd,metal_plate,1,"[32, 32]",97,8,576,a5709070a4329397c6830dad245323cbc84852fad593bc845571eafa20fbacfb,a80e40c27abe2ed87dfd5bb03b0f49f791ccb5934433d8963132b4c93d509ce9,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:37.191074+00:00
mpdd,metal_plate,2,"[32, 32]",97,8,576,a5709070a4329397c6830dad245323cbc84852fad593bc845571eafa20fbacfb,54326fb323560327a14ce148c8e156eb333fbccf36a7c332274e70597466782c,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:37.483720+00:00
mpdd,tubes,0,"[32, 32]",101,8,576,233ff3c8eef90c9e7ed867586cc67f735b394ad4f2d7ae0aff0b4abee380b460,6c42f20786c9108edf6e498428cf12284be86ef38da973feb9deb71900acb748,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:37.786411+00:00
mpdd,tubes,1,"[32, 32]",101,8,576,233ff3c8eef90c9e7ed867586cc67f735b394ad4f2d7ae0aff0b4abee380b460,d28f0f3101a0329696fa0dbdc0d87997e90c70d903e3e5490ef6efeca354732f,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:38.099857+00:00
mpdd,tubes,2,"[32, 32]",101,8,576,233ff3c8eef90c9e7ed867586cc67f735b394ad4f2d7ae0aff0b4abee380b460,1527a6d95a79f6676869fa0e5281b9cfbb2879891e88d097002355d2151e1ec1,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E3\features,2026-09-18T22:14:38.402580+00:00
