dataset,category,seed,grid,n_query,n_ref,dim,query_sha256,ref_sha256,ref_shape,query_encoded,ref_encoded,reused,query_seconds,ref_seconds,query_shape,features_dir,created_utc
mpdd,bracket_black,1,"[32, 32]",79,8,576,a544b41cd35553b3adf9060f47d051c559657892c5db4a0d34a1437f1a69794d,8546f5a41ff9b4711dca01a68743fe4fc5ca0aba39f9b02eec1a15e6b0121d92,"[8, 32, 32, 576]",False,False,True,,,"[79, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:55.438983+00:00
mpdd,bracket_black,2,"[32, 32]",79,8,576,a544b41cd35553b3adf9060f47d051c559657892c5db4a0d34a1437f1a69794d,31b3ebf61c03d311a606c94bc397334c274443c905e48ec453f77282ab7852e4,"[8, 32, 32, 576]",False,False,True,,,"[79, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:55.700185+00:00
mpdd,bracket_brown,0,"[32, 32]",77,8,576,c11cf1ea939c29cb028d035ef6e0042a4dbb7202f21aea0a5d2e3572912bf797,f02d7bc658d04adea46c410c51be1e9bb92f8943b8e5294e955f5336fc73995f,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:55.964497+00:00
mpdd,bracket_brown,1,"[32, 32]",77,8,576,c11cf1ea939c29cb028d035ef6e0042a4dbb7202f21aea0a5d2e3572912bf797,cc2003172e68d3a43cd7a783c1a7675875393290151eadacb5a49a26f9bfaa17,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:56.220773+00:00
mpdd,bracket_brown,2,"[32, 32]",77,8,576,c11cf1ea939c29cb028d035ef6e0042a4dbb7202f21aea0a5d2e3572912bf797,10bce67b4f8ee78dcce297ddd72d306fe9d95c3756164b85991a61d41f826e37,"[8, 32, 32, 576]",False,False,True,,,"[77, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:56.473823+00:00
mpdd,bracket_white,0,"[32, 32]",60,8,576,891e94eaed2e493a5dec08718b281881b987ee0ad58d84aa1b20ea9795985e5f,a15aed3c20f798834ece64eb08c02ffb710df75ae1b1d50aa783610146a49e59,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:56.685549+00:00
mpdd,bracket_white,1,"[32, 32]",60,8,576,891e94eaed2e493a5dec08718b281881b987ee0ad58d84aa1b20ea9795985e5f,87ccd026e5220c7a5ee6c11b35195b34f3531ebc8d228d5dc8f9e3fb0665c2dd,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:56.891041+00:00
mpdd,bracket_white,2,"[32, 32]",60,8,576,891e94eaed2e493a5dec08718b281881b987ee0ad58d84aa1b20ea9795985e5f,41207347fec99f586a19bf6db1d4144a1a297358848eadfcce174bbfaf319dd4,"[8, 32, 32, 576]",False,False,True,,,"[60, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:57.095442+00:00
mpdd,connector,0,"[32, 32]",44,8,576,e0ae90c98024475a5a7f95b5bf70ff7525981e72b8b71af0108f6008955283e6,097d1c8e6954078504ac90b858aa9a8e412807e5754a24b45a2efd93afecd495,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:57.266460+00:00
mpdd,connector,1,"[32, 32]",44,8,576,e0ae90c98024475a5a7f95b5bf70ff7525981e72b8b71af0108f6008955283e6,4147350892ebee9a9b4d62bf524ab23d2fd6e63edc975932fc9323a1c0c8347d,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:57.433148+00:00
mpdd,connector,2,"[32, 32]",44,8,576,e0ae90c98024475a5a7f95b5bf70ff7525981e72b8b71af0108f6008955283e6,10aa649bd50c1e55624755d6b9c76c53681836dfe56828397f36392744b5b146,"[8, 32, 32, 576]",False,False,True,,,"[44, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:57.594965+00:00
mpdd,metal_plate,0,"[32, 32]",97,8,576,4cde7047ecf4a6ffae2b15b52a840dd63f7269231d130a297bbec3f737188c53,1b3d954bff73d08408e1f126bc36f3e7c0a9c94ddb0b3ac80e9493d35d52e1d9,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:57.908318+00:00
mpdd,metal_plate,1,"[32, 32]",97,8,576,4cde7047ecf4a6ffae2b15b52a840dd63f7269231d130a297bbec3f737188c53,a68c3604bc823182ef05d4651154322d10f364223cb9f7d4a3e8e28182382e59,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:58.234184+00:00
mpdd,metal_plate,2,"[32, 32]",97,8,576,4cde7047ecf4a6ffae2b15b52a840dd63f7269231d130a297bbec3f737188c53,48c7eadcb2df257241e02f7f56a24a16da4eec66ebc492068a5375f646447da3,"[8, 32, 32, 576]",False,False,True,,,"[97, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:58.544330+00:00
mpdd,tubes,0,"[32, 32]",101,8,576,25a8649ec265cb170231347378f22e199dfffe43a1d333e313e85f8f30f54be6,85dfe527da13e1716b6f940f2348c9e09711826d7fde851b659c64f26872b0c2,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:58.870482+00:00
mpdd,tubes,1,"[32, 32]",101,8,576,25a8649ec265cb170231347378f22e199dfffe43a1d333e313e85f8f30f54be6,7bf91bb37b2833b8e6735d4991b1de369d5724e51338b5769c0da0b5a547c02b,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:59.190871+00:00
mpdd,tubes,2,"[32, 32]",101,8,576,25a8649ec265cb170231347378f22e199dfffe43a1d333e313e85f8f30f54be6,8321cf6eb0d622c806a2a1303789fcb53d596e900912638d06d9e32da8113c8f,"[8, 32, 32, 576]",False,False,True,,,"[101, 32, 32, 576]",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_extra_encoders\E2\features,2026-09-19T04:15:59.528250+00:00
